shared_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	radius	portal_layout_crc
1033996995	0	4239.59	1.5e-005	4386.21	1	0	0	0	200	0
-384222495	0	4188.08	1.5e-005	4338.05	0.990216	0	-0.139543	0	200	0
1033996995	0	4222.2	1.5e-005	4306.24	0.990216	0	-0.139543	0	200	0
-384222495	0	4219.96	1.5e-005	4335.77	0.990216	0	-0.139543	0	200	0
-2003000605	0	4180.67	0	4343.37	1	0	0	0	200	0
-2116958143	0	4210.67	0	4304.37	1	0	0	0	200	0
-605100997	0	4280.76	1.5e-005	3739.02	0.990216	0	-0.139543	0	200	0
-2003000605	0	4302.08	1.5e-005	3726.42	0.990216	0	-0.139543	0	200	0
-2003000605	0	4275.24	1.5e-005	3716	1	0	0	0	200	0
-2003000605	0	4313.24	1.5e-005	3685	1	0	0	0	200	0
1033996995	0	4252.24	1.5e-005	3704	1	0	0	0	200	0
-384222495	0	4258.24	1.5e-005	3733	1	0	0	0	200	0
-605100997	0	4259.24	1.5e-005	3754	1	0	0	0	200	0
-2003000605	0	4238.24	1.5e-005	3773	1	0	0	0	200	0
-2003000605	0	4273.24	1.5e-005	3691	1	0	0	0	200	0
-2003000605	0	4311.21	1.5e-005	3687.43	0.990216	0	-0.139543	0	200	0
1033996995	0	4305.24	1.5e-005	3769	1	0	0	0	200	0
-384222495	0	4253.73	1.5e-005	3720.84	0.990216	0	-0.139543	0	200	0
1033996995	0	4287.85	1.5e-005	3689.03	0.990216	0	-0.139543	0	200	0
-384222495	0	4285.61	1.5e-005	3718.56	0.990216	0	-0.139543	0	200	0
-2003000605	0	4246.32	0	3726.16	1	0	0	0	200	0
-2116958143	0	4276.32	0	3687.16	1	0	0	0	200	0
-605100997	0	3928.69	1.5e-005	3836.35	0.990216	0	-0.139543	0	200	0
-2003000605	0	3950	1.5e-005	3823.75	0.990216	0	-0.139543	0	200	0
-2003000605	0	3923.17	1.5e-005	3813.33	1	0	0	0	200	0
-2003000605	0	3961.17	1.5e-005	3782.33	1	0	0	0	200	0
1033996995	0	3900.17	1.5e-005	3801.33	1	0	0	0	200	0
-384222495	0	3906.17	1.5e-005	3830.33	1	0	0	0	200	0
-605100997	0	3907.17	1.5e-005	3851.33	1	0	0	0	200	0
-2003000605	0	3886.17	1.5e-005	3870.33	1	0	0	0	200	0
-2003000605	0	3921.17	1.5e-005	3788.33	1	0	0	0	200	0
-2003000605	0	3959.14	1.5e-005	3784.76	0.990216	0	-0.139543	0	200	0
1033996995	0	3953.17	1.5e-005	3866.33	1	0	0	0	200	0
-384222495	0	3901.66	1.5e-005	3818.18	0.990216	0	-0.139543	0	200	0
1033996995	0	3935.78	1.5e-005	3786.37	0.990216	0	-0.139543	0	200	0
-384222495	0	3933.54	1.5e-005	3815.9	0.990216	0	-0.139543	0	200	0
-2003000605	0	3894.25	0	3823.49	1	0	0	0	200	0
-2116958143	0	3924.25	0	3784.49	1	0	0	0	200	0
-605100997	0	3979.03	1.5e-005	4320.06	0.990216	0	-0.139543	0	200	0
-2003000605	0	4000.35	1.5e-005	4307.46	0.990216	0	-0.139543	0	200	0
-2003000605	0	3973.51	1.5e-005	4297.04	1	0	0	0	200	0
-2003000605	0	4011.51	1.5e-005	4266.04	1	0	0	0	200	0
1033996995	0	3950.51	1.5e-005	4285.04	1	0	0	0	200	0
-384222495	0	3956.51	1.5e-005	4314.04	1	0	0	0	200	0
-605100997	0	3957.51	1.5e-005	4335.04	1	0	0	0	200	0
-2003000605	0	3936.51	1.5e-005	4354.04	1	0	0	0	200	0
-2003000605	0	3971.51	1.5e-005	4272.04	1	0	0	0	200	0
-2003000605	0	4009.48	1.5e-005	4268.47	0.990216	0	-0.139543	0	200	0
1033996995	0	4003.51	1.5e-005	4350.04	1	0	0	0	200	0
-384222495	0	3952	1.5e-005	4301.88	0.990216	0	-0.139543	0	200	0
1033996995	0	3986.12	1.5e-005	4270.08	0.990216	0	-0.139543	0	200	0
-384222495	0	3983.88	1.5e-005	4299.6	0.990216	0	-0.139543	0	200	0
-2003000605	0	3944.59	0	4307.2	1	0	0	0	200	0
-2116958143	0	3974.59	0	4268.2	1	0	0	0	200	0
-605100997	0	4096.09	1.5e-005	3949.94	0.990216	0	-0.139543	0	200	0
-2003000605	0	4117.4	1.5e-005	3937.34	0.990216	0	-0.139543	0	200	0
-2003000605	0	4090.57	1.5e-005	3926.92	1	0	0	0	200	0
-2003000605	0	4128.57	1.5e-005	3895.92	1	0	0	0	200	0
1033996995	0	4067.57	1.5e-005	3914.92	1	0	0	0	200	0
-384222495	0	4073.57	1.5e-005	3943.92	1	0	0	0	200	0
-605100997	0	4074.57	1.5e-005	3964.92	1	0	0	0	200	0
-2003000605	0	4053.57	1.5e-005	3983.92	1	0	0	0	200	0
-2003000605	0	4088.57	1.5e-005	3901.92	1	0	0	0	200	0
-2003000605	0	4126.54	1.5e-005	3898.35	0.990216	0	-0.139543	0	200	0
1033996995	0	4120.57	1.5e-005	3979.92	1	0	0	0	200	0
-384222495	0	4069.06	1.5e-005	3931.77	0.990216	0	-0.139543	0	200	0
1033996995	0	4103.18	1.5e-005	3899.96	0.990216	0	-0.139543	0	200	0
-384222495	0	4100.93	1.5e-005	3929.49	0.990216	0	-0.139543	0	200	0
-2003000605	0	4061.65	0	3937.08	1	0	0	0	200	0
-2116958143	0	4091.65	0	3898.08	1	0	0	0	200	0
-605100997	0	4190.9	1.5e-005	4034.73	0.990216	0	-0.139543	0	200	0
-2003000605	0	4212.21	1.5e-005	4022.12	0.990216	0	-0.139543	0	200	0
-2003000605	0	4185.38	1.5e-005	4011.7	1	0	0	0	200	0
-2003000605	0	4223.38	1.5e-005	3980.7	1	0	0	0	200	0
1033996995	0	4162.38	1.5e-005	3999.7	1	0	0	0	200	0
-384222495	0	4168.38	1.5e-005	4028.7	1	0	0	0	200	0
-605100997	0	4169.38	1.5e-005	4049.7	1	0	0	0	200	0
-2003000605	0	4148.38	1.5e-005	4068.7	1	0	0	0	200	0
-2003000605	0	4183.38	1.5e-005	3986.7	1	0	0	0	200	0
-2003000605	0	4221.34	1.5e-005	3983.13	0.990216	0	-0.139543	0	200	0
1033996995	0	4215.38	1.5e-005	4064.7	1	0	0	0	200	0
-384222495	0	4163.87	1.5e-005	4016.55	0.990216	0	-0.139543	0	200	0
1033996995	0	4197.99	1.5e-005	3984.74	0.990216	0	-0.139543	0	200	0
-384222495	0	4195.74	1.5e-005	4014.27	0.990216	0	-0.139543	0	200	0
-2003000605	0	4156.45	0	4021.87	1	0	0	0	200	0
-2116958143	0	4186.45	0	3982.87	1	0	0	0	200	0
