objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	sx	sy	sz	scripts	objvars
-1717054559	-1588727188	object/cell/cell.iff	4	0	0	0	1	0	0	0	1	1	1		buildoutObjectId|0|-1717054559|$|
-752877971	-1717054559	object/tangible/quest/naboo_theed_crate_droid_parts.iff	4	2.83092	-3.25	6.05885	-3.2e-008	0	1	0	1	1	1	quest.task.ground.retrieve_item_on_item	buildoutObjectId|0|-752877971|$|
-832771983	-1588727188	object/cell/cell.iff	5	0	0	0	1	0	0	0	1	1	1		buildoutObjectId|0|-832771983|$|
-2068701917	-832771983	object/tangible/quest/naboo_theed_crate_droid_parts.iff	5	0.374451	-6.75	-5.19613	-0.587123	0	0.809497	0	1	1	1	quest.task.ground.retrieve_item_on_item	buildoutObjectId|0|-2068701917|$|
-1832433813	-832771983	object/tangible/quest/naboo_theed_borvo_database.iff	5	-7.94976	-6.75	-0.672439	0.707107	0	0.707107	0	1	1	1	quest.task.ground.retrieve_item_on_item:quest.util.retrieve_item_electrical_spark	buildoutObjectId|0|-1832433813|$|
-1759233390	-832771983	object/tangible/ground_spawning/area_spawner.iff	5	-3.55592	-6.75	-2.64817	0.999684	0	-0.0251414	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-1759233390|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_theed_borvo_11|strSpawnerType|4|area|strSpawns|4|naboo/theed_borvo_thug|$|
-822532267	-832771983	object/tangible/ground_spawning/area_spawner.iff	5	-6.21103	-6.75	-7.83292	0.998652	0	0.051906	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-822532267|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_theed_borvo_10|strSpawnerType|4|area|strSpawns|4|naboo/theed_borvo_thug|$|
-750486977	-832771983	object/tangible/quest/naboo_theed_crate_droid_parts.iff	5	-1.0491	-6.75	-1.27679	-0.707107	0	0.707107	0	1	1	1	quest.task.ground.retrieve_item_on_item	buildoutObjectId|0|-750486977|$|
-323650246	-832771983	object/tangible/quest/naboo_theed_borvo_database.iff	5	0.297852	-6.75	-6.86064	-0.707107	0	0.707107	0	1	1	1	quest.task.ground.retrieve_item_on_item:quest.util.retrieve_item_electrical_spark	buildoutObjectId|0|-323650246|$|
-906865389	-832771983	object/mobile/dressed_borvos_bruiser.iff	5	-3.55592	-6.75	-2.64817	0.999684	0	-0.0251414	0	1.12957	1.12957	1.12957	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.sm_ae_dm_cc_2|0|1|_notskill.commands.sm_dm_2|0|1|_notskill.commands.sm_dm_cc_2|0|1|_notskill.mods.carbine_accuracy|0|72|_notskill.mods.force_accuracy|0|72|_notskill.mods.heavyweapon_accuracy|0|72|_notskill.mods.melee_defense|0|72|_notskill.mods.onehandlightsaber_accuracy|0|72|_notskill.mods.onehandmelee_accuracy|0|72|_notskill.mods.pistol_accuracy|0|72|_notskill.mods.polearm_accuracy|0|72|_notskill.mods.polearmlightsaber_accuracy|0|72|_notskill.mods.ranged_defense|0|72|_notskill.mods.rifle_accuracy|0|72|_notskill.mods.thrown_accuracy|0|72|_notskill.mods.toHitChance|0|72|_notskill.mods.twohandlightsaber_accuracy|0|72|_notskill.mods.twohandmelee_accuracy|0|72|_notskill.mods.unarmed_accuracy|0|72|ai.defaultCalmBehavior|0|1|ai.diction|4|slang|ai.yaw|2|90.005150|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1125.000000|combat.intCombatXP|0|164|creature_type|4|naboo_borvo_prowler|difficultyClass|0|0|faction|4|borvo|fltRespawnTime|2|157.928604|intCombatDifficulty|0|24|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|0|objParent|6|-285415628143838574|socialGroup|4|borvo|$|
-1609614487	-832771983	object/mobile/dressed_borvos_thief.iff	5	-6.21103	-6.75	-7.83292	0.998652	0	0.051906	0	0.834461	0.834461	0.834461	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.sm_ae_dm_cc_2|0|1|_notskill.commands.sm_dm_2|0|1|_notskill.commands.sm_dm_cc_2|0|1|_notskill.mods.carbine_accuracy|0|71|_notskill.mods.force_accuracy|0|71|_notskill.mods.heavyweapon_accuracy|0|71|_notskill.mods.melee_defense|0|71|_notskill.mods.onehandlightsaber_accuracy|0|71|_notskill.mods.onehandmelee_accuracy|0|71|_notskill.mods.pistol_accuracy|0|71|_notskill.mods.polearm_accuracy|0|71|_notskill.mods.polearmlightsaber_accuracy|0|71|_notskill.mods.ranged_defense|0|71|_notskill.mods.rifle_accuracy|0|71|_notskill.mods.thrown_accuracy|0|71|_notskill.mods.toHitChance|0|71|_notskill.mods.twohandlightsaber_accuracy|0|71|_notskill.mods.twohandmelee_accuracy|0|71|_notskill.mods.unarmed_accuracy|0|71|ai.defaultCalmBehavior|0|1|ai.diction|4|slang|ai.yaw|2|10.992424|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1070.000000|combat.intCombatXP|0|160|creature_type|4|naboo_borvo_swindler|difficultyClass|0|0|faction|4|borvo|fltRespawnTime|2|148.261826|intCombatDifficulty|0|23|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|1|objParent|6|-285415627207137451|socialGroup|4|borvo|$|
-1397683612	-1588727188	object/cell/cell.iff	6	0	0	0	1	0	0	0	1	1	1		buildoutObjectId|0|-1397683612|$|
-2099696744	-1397683612	object/tangible/quest/naboo_theed_crate_droid_parts.iff	6	-5.21266	-6.76678	-18.0394	-0.0101377	0	0.999949	0	1	1	1	quest.task.ground.retrieve_item_on_item	buildoutObjectId|0|-2099696744|$|
-1638124181	-1397683612	object/tangible/quest/naboo_theed_borvo_database.iff	6	-8.81789	-6.76678	-14.9899	0.707126	0	0.707087	0	1	1	1	quest.task.ground.retrieve_item_on_item:quest.util.retrieve_item_electrical_spark	buildoutObjectId|0|-1638124181|$|
-1407348554	-1397683612	object/tangible/quest/naboo_theed_borvo_database.iff	6	9.67134	-6.76678	-15.0552	0.707126	0	-0.707087	0	1	1	1	quest.task.ground.retrieve_item_on_item:quest.util.retrieve_item_electrical_spark	buildoutObjectId|0|-1407348554|$|
-507647336	-1397683612	object/tangible/ground_spawning/area_spawner.iff	6	-3.58272	-6.76678	-14.7718	0.898557	0	-0.438856	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-507647336|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_theed_borvo_09|strSpawnerType|4|area|strSpawns|4|naboo/theed_borvo_thug|$|
-332841496	-1397683612	object/tangible/ground_spawning/area_spawner.iff	6	4.97662	-6.76678	-14.0569	0.776293	0	-0.630372	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-332841496|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_theed_borvo_08|strSpawnerType|4|area|strSpawns|4|naboo/theed_borvo_thug|$|
-13589865	-1397683612	object/tangible/quest/naboo_theed_crate_droid_parts.iff	6	6.17629	-6.76678	-17.7223	1	0	0	0	1	1	1	quest.task.ground.retrieve_item_on_item	buildoutObjectId|0|-13589865|$|
-1486074430	-1397683612	object/mobile/dressed_borvos_soldier.iff	6	-3.58272	-6.76678	-14.7718	0.898557	0	-0.438856	0	0.924821	0.924821	0.924821	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.sm_ae_dm_cc_2|0|1|_notskill.commands.sm_dm_2|0|1|_notskill.commands.sm_dm_cc_2|0|1|_notskill.mods.carbine_accuracy|0|71|_notskill.mods.force_accuracy|0|71|_notskill.mods.heavyweapon_accuracy|0|71|_notskill.mods.melee_defense|0|71|_notskill.mods.onehandlightsaber_accuracy|0|71|_notskill.mods.onehandmelee_accuracy|0|71|_notskill.mods.pistol_accuracy|0|71|_notskill.mods.polearm_accuracy|0|71|_notskill.mods.polearmlightsaber_accuracy|0|71|_notskill.mods.ranged_defense|0|71|_notskill.mods.rifle_accuracy|0|71|_notskill.mods.thrown_accuracy|0|71|_notskill.mods.toHitChance|0|71|_notskill.mods.twohandlightsaber_accuracy|0|71|_notskill.mods.twohandmelee_accuracy|0|71|_notskill.mods.unarmed_accuracy|0|71|ai.defaultCalmBehavior|0|1|ai.diction|4|slang|ai.yaw|2|82.712959|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1070.000000|combat.intCombatXP|0|160|creature_type|4|naboo_borvo_swindler|difficultyClass|0|0|faction|4|borvo|fltRespawnTime|2|178.112885|intCombatDifficulty|0|23|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|1|objParent|6|-285415626892252520|socialGroup|4|borvo|$|
-714137774	-1397683612	object/mobile/dressed_borvos_thief.iff	6	4.97662	-6.76678	-14.0569	0.776293	0	-0.630372	0	0.807722	0.807722	0.807722	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.sm_ae_dm_cc_2|0|1|_notskill.commands.sm_dm_2|0|1|_notskill.commands.sm_dm_cc_2|0|1|_notskill.mods.carbine_accuracy|0|74|_notskill.mods.force_accuracy|0|74|_notskill.mods.heavyweapon_accuracy|0|74|_notskill.mods.melee_defense|0|74|_notskill.mods.onehandlightsaber_accuracy|0|74|_notskill.mods.onehandmelee_accuracy|0|74|_notskill.mods.pistol_accuracy|0|74|_notskill.mods.polearm_accuracy|0|74|_notskill.mods.polearmlightsaber_accuracy|0|74|_notskill.mods.ranged_defense|0|74|_notskill.mods.rifle_accuracy|0|74|_notskill.mods.thrown_accuracy|0|74|_notskill.mods.toHitChance|0|74|_notskill.mods.twohandlightsaber_accuracy|0|74|_notskill.mods.twohandmelee_accuracy|0|74|_notskill.mods.unarmed_accuracy|0|74|ai.defaultCalmBehavior|0|1|ai.diction|4|slang|ai.yaw|2|151.889862|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1180.000000|combat.intCombatXP|0|169|creature_type|4|naboo_borvo_brigand|difficultyClass|0|0|faction|4|borvo|fltRespawnTime|2|125.214294|intCombatDifficulty|0|25|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|0|objParent|6|-285415626717446680|socialGroup|4|borvo|$|
-1132377533	-1588727188	object/cell/cell.iff	7	0	0	0	1	0	0	0	1	1	1		buildoutObjectId|0|-1132377533|$|
-1910952089	-1132377533	object/tangible/ground_spawning/area_spawner.iff	7	5.46033	-6.75	-1.06412	0.0165253	0	0.999863	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-1910952089|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_borvo_thug_05|strSpawnerType|4|area|strSpawns|4|naboo/theed_borvo_thug|$|
-967415578	-1132377533	object/tangible/ground_spawning/area_spawner.iff	7	3.46023	-6.75	-5.08787	0.203501	0	0.979075	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-967415578|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_theed_borvo_07|strSpawnerType|4|area|strSpawns|4|naboo/theed_borvo_thug|$|
-688563598	-1132377533	object/tangible/quest/naboo_theed_borvo_database.iff	7	2.2987	-6.75	-9.13453	0.92388	0	0.382683	0	1	1	1	quest.task.ground.retrieve_item_on_item:quest.util.retrieve_item_electrical_spark	buildoutObjectId|0|-688563598|$|
-655879664	-1132377533	object/tangible/quest/naboo_theed_crate_droid_parts.iff	7	1.98203	-6.75	-1.93978	-0.583348	0	0.812223	0	1	1	1	quest.task.ground.retrieve_item_on_item	buildoutObjectId|0|-655879664|$|
-1856011880	-1132377533	object/mobile/dressed_borvos_thief.iff	7	5.46033	-6.75	-1.06412	0.0165253	0	0.999863	0	0.839541	0.839541	0.839541	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.sm_ae_dm_cc_2|0|1|_notskill.commands.sm_dm_2|0|1|_notskill.commands.sm_dm_cc_2|0|1|_notskill.mods.carbine_accuracy|0|74|_notskill.mods.force_accuracy|0|74|_notskill.mods.heavyweapon_accuracy|0|74|_notskill.mods.melee_defense|0|74|_notskill.mods.onehandlightsaber_accuracy|0|74|_notskill.mods.onehandmelee_accuracy|0|74|_notskill.mods.pistol_accuracy|0|74|_notskill.mods.polearm_accuracy|0|74|_notskill.mods.polearmlightsaber_accuracy|0|74|_notskill.mods.ranged_defense|0|74|_notskill.mods.rifle_accuracy|0|74|_notskill.mods.thrown_accuracy|0|74|_notskill.mods.toHitChance|0|74|_notskill.mods.twohandlightsaber_accuracy|0|74|_notskill.mods.twohandmelee_accuracy|0|74|_notskill.mods.unarmed_accuracy|0|74|ai.defaultCalmBehavior|0|1|ai.diction|4|slang|ai.yaw|2|-134.760803|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1180.000000|combat.intCombatXP|0|169|creature_type|4|naboo_borvo_brigand|difficultyClass|0|0|faction|4|borvo|fltRespawnTime|2|161.283966|intCombatDifficulty|0|25|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|1|objParent|6|-285415628295557273|socialGroup|4|borvo|$|
-1456136923	-1132377533	object/mobile/dressed_borvos_thief.iff	7	3.46622	-6.75	-5.08843	0.203501	0	0.979075	0	0.803465	0.803465	0.803465	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.sm_ae_dm_cc_2|0|1|_notskill.commands.sm_dm_2|0|1|_notskill.commands.sm_dm_cc_2|0|1|_notskill.mods.carbine_accuracy|0|71|_notskill.mods.force_accuracy|0|71|_notskill.mods.heavyweapon_accuracy|0|71|_notskill.mods.melee_defense|0|71|_notskill.mods.onehandlightsaber_accuracy|0|71|_notskill.mods.onehandmelee_accuracy|0|71|_notskill.mods.pistol_accuracy|0|71|_notskill.mods.polearm_accuracy|0|71|_notskill.mods.polearmlightsaber_accuracy|0|71|_notskill.mods.ranged_defense|0|71|_notskill.mods.rifle_accuracy|0|71|_notskill.mods.thrown_accuracy|0|71|_notskill.mods.toHitChance|0|71|_notskill.mods.twohandlightsaber_accuracy|0|71|_notskill.mods.twohandmelee_accuracy|0|71|_notskill.mods.unarmed_accuracy|0|71|ai.defaultCalmBehavior|0|1|ai.diction|4|slang|ai.yaw|2|35.387573|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1070.000000|combat.intCombatXP|0|160|creature_type|4|naboo_borvo_swindler|difficultyClass|0|0|faction|4|borvo|fltRespawnTime|2|131.119217|intCombatDifficulty|0|23|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|0|objParent|6|-285415627352020762|socialGroup|4|borvo|$|
-1694068928	-1588727188	object/cell/cell.iff	8	0	0	0	1	0	0	0	1	1	1		buildoutObjectId|0|-1694068928|$|
-2091466351	-1694068928	object/tangible/quest/naboo_theed_borvo_database.iff	8	-3.39004	-13.75	8.2864	0.707107	0	0.707107	0	1	1	1	quest.task.ground.retrieve_item_on_item:quest.util.retrieve_item_electrical_spark	buildoutObjectId|0|-2091466351|$|
-1616254028	-1694068928	object/tangible/quest/naboo_theed_crate_droid_parts.iff	8	6.42935	-10.25	9.10386	0.707126	0	0.707087	0	1	1	1	quest.task.ground.retrieve_item_on_item	buildoutObjectId|0|-1616254028|$|
-370114186	-1588727188	object/cell/cell.iff	9	0	0	0	1	0	0	0	1	1	1		buildoutObjectId|0|-370114186|$|
-2044564724	-370114186	object/tangible/quest/naboo_theed_borvo_database.iff	9	3.30018	-13.75	0.660304	0.707126	0	-0.707087	0	1	1	1	quest.task.ground.retrieve_item_on_item:quest.util.retrieve_item_electrical_spark	buildoutObjectId|0|-2044564724|$|
-1459677052	-370114186	object/tangible/quest/naboo_theed_crate_droid_parts.iff	9	5.15289	-13.75	-14.5992	-3.2e-008	0	1	0	1	1	1	quest.task.ground.retrieve_item_on_item	buildoutObjectId|0|-1459677052|$|
-1004662835	-370114186	object/tangible/ground_spawning/area_spawner.iff	9	-5.50247	-13.75	-12.1427	0.991638	0	0.129053	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-1004662835|fltMaxSpawnTime|2|305.000000|fltMinSpawnTime|2|254.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_derm_worrit|strSpawnerType|4|area|strSpawns|4|naboo/borvo_derm_worrit|$|
-913579914	-370114186	object/tangible/ground_spawning/area_spawner.iff	9	0.525019	-13.75	-10.2438	0.957046	0	-0.289936	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-913579914|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_theed_borvo_02|strSpawnerType|4|area|strSpawns|4|naboo/theed_borvo_thug|$|
-568703051	-370114186	object/tangible/quest/naboo_theed_borvo_database.iff	9	-9.61102	-13.75	-12.972	0.707126	0	0.707087	0	1	1	1	quest.task.ground.retrieve_item_on_item:quest.util.retrieve_item_electrical_spark	buildoutObjectId|0|-568703051|$|
-545529329	-370114186	object/tangible/quest/naboo_theed_crate_droid_parts.iff	9	1.80712	-13.6235	-4.64912	1	0	0	0	1	1	1	quest.task.ground.retrieve_item_on_item	buildoutObjectId|0|-545529329|$|
-255542261	-370114186	object/tangible/ground_spawning/area_spawner.iff	9	-1.59281	-13.75	-0.408744	0.977059	0	-0.212967	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-255542261|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_theed_borvo_04|strSpawnerType|4|area|strSpawns|4|naboo/theed_borvo_thug|$|
-802955700	-370114186	object/mobile/dressed_borvos_champion.iff	9	-5.50247	-13.75	-12.1427	0.991638	0	0.129053	0	0.909905	0.909905	0.909905	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.co_ae_dm_2|0|1|_notskill.commands.co_del_ae_cc_1_2|0|1|_notskill.commands.co_dm_2|0|1|_notskill.mods.carbine_accuracy|0|74|_notskill.mods.force_accuracy|0|74|_notskill.mods.heavyweapon_accuracy|0|74|_notskill.mods.melee_defense|0|74|_notskill.mods.onehandlightsaber_accuracy|0|74|_notskill.mods.onehandmelee_accuracy|0|74|_notskill.mods.pistol_accuracy|0|74|_notskill.mods.polearm_accuracy|0|74|_notskill.mods.polearmlightsaber_accuracy|0|74|_notskill.mods.ranged_defense|0|74|_notskill.mods.rifle_accuracy|0|74|_notskill.mods.thrown_accuracy|0|74|_notskill.mods.toHitChance|0|74|_notskill.mods.twohandlightsaber_accuracy|0|74|_notskill.mods.twohandmelee_accuracy|0|74|_notskill.mods.unarmed_accuracy|0|74|ai.defaultCalmBehavior|0|1|ai.diction|4|slang|ai.yaw|2|54.638882|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1180.000000|combat.intCombatXP|0|169|creature_type|4|naboo_borvo_derm_worrit|difficultyClass|0|0|faction|4|borvo|fltRespawnTime|2|285.879517|intCombatDifficulty|0|25|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|1|objParent|6|-285415627389268019|socialGroup|4|borvo|$|
-920753864	-370114186	object/mobile/dressed_borvos_mercenary.iff	9	0.525019	-13.75	-10.2438	0.957046	0	-0.289936	0	0.992	0.992	0.992	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.sm_ae_dm_cc_2|0|1|_notskill.commands.sm_dm_2|0|1|_notskill.commands.sm_dm_cc_2|0|1|_notskill.mods.carbine_accuracy|0|71|_notskill.mods.force_accuracy|0|71|_notskill.mods.heavyweapon_accuracy|0|71|_notskill.mods.melee_defense|0|71|_notskill.mods.onehandlightsaber_accuracy|0|71|_notskill.mods.onehandmelee_accuracy|0|71|_notskill.mods.pistol_accuracy|0|71|_notskill.mods.polearm_accuracy|0|71|_notskill.mods.polearmlightsaber_accuracy|0|71|_notskill.mods.ranged_defense|0|71|_notskill.mods.rifle_accuracy|0|71|_notskill.mods.thrown_accuracy|0|71|_notskill.mods.toHitChance|0|71|_notskill.mods.twohandlightsaber_accuracy|0|71|_notskill.mods.twohandmelee_accuracy|0|71|_notskill.mods.unarmed_accuracy|0|71|ai.defaultCalmBehavior|0|1|ai.diction|4|slang|ai.yaw|2|27.856035|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1070.000000|combat.intCombatXP|0|160|creature_type|4|naboo_borvo_swindler|difficultyClass|0|0|faction|4|borvo|fltRespawnTime|2|167.013550|intCombatDifficulty|0|23|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|0|objParent|6|-285415627298185098|socialGroup|4|borvo|$|
-681425428	-370114186	object/mobile/dressed_borvos_soldier.iff	9	-1.59281	-13.75	-0.408744	0.977059	0	-0.212967	0	0.916458	0.916458	0.916458	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.sm_ae_dm_cc_2|0|1|_notskill.commands.sm_dm_2|0|1|_notskill.commands.sm_dm_cc_2|0|1|_notskill.mods.carbine_accuracy|0|71|_notskill.mods.force_accuracy|0|71|_notskill.mods.heavyweapon_accuracy|0|71|_notskill.mods.melee_defense|0|71|_notskill.mods.onehandlightsaber_accuracy|0|71|_notskill.mods.onehandmelee_accuracy|0|71|_notskill.mods.pistol_accuracy|0|71|_notskill.mods.polearm_accuracy|0|71|_notskill.mods.polearmlightsaber_accuracy|0|71|_notskill.mods.ranged_defense|0|71|_notskill.mods.rifle_accuracy|0|71|_notskill.mods.thrown_accuracy|0|71|_notskill.mods.toHitChance|0|71|_notskill.mods.twohandlightsaber_accuracy|0|71|_notskill.mods.twohandmelee_accuracy|0|71|_notskill.mods.unarmed_accuracy|0|71|ai.defaultCalmBehavior|0|1|ai.diction|4|slang|ai.yaw|2|136.576111|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1070.000000|combat.intCombatXP|0|160|creature_type|4|naboo_borvo_swindler|difficultyClass|0|0|faction|4|borvo|fltRespawnTime|2|139.261475|intCombatDifficulty|0|23|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|0|objParent|6|-285415626640147445|socialGroup|4|borvo|$|
-1583250337	0	object/static/flora/flora_bush_yavin_blueleaf.iff	0	1485.53	4.42145	168.652	0.99875	0	0	0.0499791	1	1	1		buildoutObjectId|0|-1583250337|$|
-1578657808	0	object/soundobject/soundobject_city_crowd_small.iff	0	1516.85	6	2035.16	1	0	0	0	1	1	1		buildoutObjectId|0|-1578657808|$|
-1578145551	0	object/tangible/ground_spawning/area_spawner.iff	0	1951.15	45.5637	1824.65	0.008433	0	0.999964	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-1578145551|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|4.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|2|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_theed_borvo_13|strSpawnerType|4|area|strSpawns|4|naboo/theed_borvo_thug|$|
-1574480923	0	object/building/naboo/filler_building_naboo_theed_style_3.iff	0	1528.62	6	1966.49	-0.293702	0	0.955897	0	1	1	1	structure.filler.filler	buildoutObjectId|0|-1574480923|$|
-1574153149	0	object/static/structure/naboo/streetlamp_naboo_theed_style_1.iff	0	1481.56	6	1873.9	0.911039	0	-0.412321	0	1	1	1		buildoutObjectId|0|-1574153149|$|
-1572514480	0	object/tangible/terminal/terminal_mission_entertainer.iff	0	675.437	6	1981.66	1	0	0	0	1	1	1	systems.missions.base.mission_terminal:planet_map.map_loc:planet_map.map_loc_attach	buildoutObjectId|0|-1572514480|intEntertainer|0|1|$|
-1571050573	0	object/static/structure/general/prp_junk_s6.iff	0	1976.11	44.7599	1858.67	0.450834	0	0.892608	0	1	1	1		buildoutObjectId|0|-1571050573|$|
-1569698953	0	object/tangible/ground_spawning/patrol_waypoint.iff	0	1215.32	6.51754	1147.78	1	0	0	0	1	1	1	systems.spawning.patrol_point_setup	buildoutObjectId|0|-1569698953|ignoreInBuildoutArray|0|1|pointName|4|feral_fambaa_14746434_2|registerWithController|0|1|$|
-1567775110	0	object/static/structure/naboo/elevated_walkway_s03.iff	0	627.592	-1.08946	1859.46	0.727999	0	-0.685578	0	1	1	1		buildoutObjectId|0|-1567775110|$|
-1564738518	0	object/tangible/container/jar/jar_spice_s01.iff	0	1382.14	6.09603	1530.56	1	0	0	0	1	1	1		buildoutObjectId|0|-1564738518|$|
-1562086111	0	object/tangible/ground_spawning/area_spawner.iff	0	1674	10.2986	1626.96	0.779638	0	-0.626231	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-1562086111|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|7.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|3|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_mummer_brute_07|strSpawnerType|4|area|strSpawns|4|naboo/mummer_brute|$|
-1561774049	0	object/static/structure/naboo/poi_nboo_tent_small.iff	0	1964	43.9728	1822	0.998301	-0.029958	0.00149915	-0.0499567	1	1	1		buildoutObjectId|0|-1561774049|$|
-1556862676	0	object/static/structure/naboo/seawall_straight_naboo_theed_style_4.iff	0	797.727	0.162507	1986.29	0.434965	0	0.900447	0	1	1	1		buildoutObjectId|0|-1556862676|$|
