Parent	Name	Type	Data1	Data2
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Experience	LinkDisciplines	LinkButton	@kb/kb_begin_d:link_medicdisciplines	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Disciplines
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic	Disciplines	Page	@kb/kb_begin_n:medicdisciplines	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Disciplines	Text	String	@kb/kb_begin_d:medicdisciplines	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Disciplines	LinkFromHere	LinkButton	@kb/kb_begin_d:link_medicfromhere	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.FromHere
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic	FromHere	Page	@kb/kb_begin_n:medicfromhere	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.FromHere	Text	String	@kb/kb_begin_d:medicfromhere	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.FromHere	LinkThingsToDo	LinkButton	@kb/kb_begin_d:link_thingstodo	WelcomeToSWG.WhereDoIBegin.ThingsToDo
WelcomeToSWG.WhereDoIBegin.Professions	PlayingBrawler	Page	@kb/kb_begin_n:playingbrawler	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler	Text	String	@kb/kb_begin_d:playingbrawler	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler	LinkAboutWeapons	LinkButton	@kb/kb_begin_d:link_brawlerweapons	WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.AboutWeapons
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler	AboutWeapons	Page	@kb/kb_begin_n:brawlerweapons	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.AboutWeapons	Text	String	@kb/kb_begin_d:brawlerweapons	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.AboutWeapons	LinkAboutArmor	LinkButton	@kb/kb_begin_d:link_brawlerarmor	WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.AboutArmor
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler	AboutArmor	Page	@kb/kb_begin_n:brawlerarmor	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.AboutArmor	Text	String	@kb/kb_begin_d:brawlerarmor	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.AboutArmor	LinkMeleeTactics	LinkButton	@kb/kb_begin_d:link_brawlertactics	WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.MeleeTactics
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler	MeleeTactics	Page	@kb/kb_begin_n:brawlertactics	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.MeleeTactics	Text	String	@kb/kb_begin_d:brawlertactics	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.MeleeTactics	LinkDestroyMission	LinkButton	@kb/kb_begin_d:link_brawlerdestroymission	WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.MeleeTactics.Destroy
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.MeleeTactics	Skip	String	@kb/kb_begin_d:brawlertacticsskip	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.MeleeTactics	LinkExperience	LinkButton	@kb/kb_begin_d:link_brawlerexperience	WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.Experience
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.MeleeTactics	Destroy	Page	@kb/kb_begin_n:brawlerdestroymission	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.MeleeTactics.Destroy	Text	String	@kb/kb_begin_d:brawlerdestroymission	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.MeleeTactics.Destroy	LinkSampleDestroy	ScriptMessageButton	@kb/kb_begin_d:link_brawlersampledestroymission	missionBrawlerDestroy
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.MeleeTactics.Destroy	Skip	String	@kb/kb_begin_d:brawlerdestroyskip	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.MeleeTactics.Destroy	LinkExperience	LinkButton	@kb/kb_begin_d:link_brawlerexperience	WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.Experience
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.MeleeTactics.Destroy	Complete	Page	@kb/kb_begin_n:brawlerdestroycomplete	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.MeleeTactics.Destroy.Complete	Text	String	@kb/kb_begin_d:brawlerdestroycomplete	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.MeleeTactics.Destroy.Complete	LinkExperience	LinkButton	@kb/kb_begin_d:link_brawlerexperience	WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.Experience
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler	Experience	Page	@kb/kb_begin_n:brawlerexperience	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.Experience	Text	String	@kb/kb_begin_d:brawlerexperience	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.Experience	LinkDisciplines	LinkButton	@kb/kb_begin_d:link_brawlerdisciplines	WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.Disciplines
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler	Disciplines	Page	@kb/kb_begin_n:brawlerdisciplines	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.Disciplines	Text	String	@kb/kb_begin_d:brawlerdisciplines	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.Disciplines	LinkFromHere	LinkButton	@kb/kb_begin_d:link_brawlerfromhere	WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.FromHere
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler	FromHere	Page	@kb/kb_begin_n:brawlerfromhere	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.FromHere	Text	String	@kb/kb_begin_d:brawlerfromhere	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler.FromHere	LinkThingsToDo	LinkButton	@kb/kb_begin_d:link_thingstodo	WelcomeToSWG.WhereDoIBegin.ThingsToDo
WelcomeToSWG.WhereDoIBegin.Professions	PlayingMarksman	Page	@kb/kb_begin_n:playingmarksman	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman	Text	String	@kb/kb_begin_d:playingmarksman	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman	LinkAboutWeapons	LinkButton	@kb/kb_begin_d:link_marksmanweapons	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.AboutWeapons
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman	AboutWeapons	Page	@kb/kb_begin_n:marksmanweapons	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.AboutWeapons	Text	String	@kb/kb_begin_d:marksmanweapons	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.AboutWeapons	LinkAboutArmor	LinkButton	@kb/kb_begin_d:link_marksmanarmor	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.AboutArmor
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman	AboutArmor	Page	@kb/kb_begin_n:marksmanarmor	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.AboutArmor	Text	String	@kb/kb_begin_d:marksmanarmor	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.AboutArmor	LinkRangedTactics	LinkButton	@kb/kb_begin_d:link_marksmantactics	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.RangedTactics
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman	RangedTactics	Page	@kb/kb_begin_n:marksmantactics	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.RangedTactics	Text	String	@kb/kb_begin_d:marksmantactics	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.RangedTactics	LinkDestroyMission	LinkButton	@kb/kb_begin_d:link_marksmandestroymission	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.RangedTactics.Destroy
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.RangedTactics	Skip	String	@kb/kb_begin_d:marksmantacticsskip	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.RangedTactics	LinkExperience	LinkButton	@kb/kb_begin_d:link_marksmanexperience	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.Experience
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.RangedTactics	Destroy	Page	@kb/kb_begin_n:marksmandestroymission	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.RangedTactics.Destroy	Text	String	@kb/kb_begin_d:marksmandestroymission	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.RangedTactics.Destroy	LinkSampleDestroy	ScriptMessageButton	@kb/kb_begin_d:link_marksmansampledestroymission	missionMarksmanDestroy
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.RangedTactics.Destroy	Skip	String	@kb/kb_begin_d:marksmandestroyskip	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.RangedTactics.Destroy	LinkExperience	LinkButton	@kb/kb_begin_d:link_marksmanexperience	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.Experience
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.RangedTactics.Destroy	Complete	Page	@kb/kb_begin_n:marksmandestroycomplete	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.RangedTactics.Destroy.Complete	Text	String	@kb/kb_begin_d:marksmandestroycomplete	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.RangedTactics.Destroy.Complete	LinkExperience	LinkButton	@kb/kb_begin_d:link_marksmanexperience	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.Experience
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman	Experience	Page	@kb/kb_begin_n:marksmanexperience	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.Experience	Text	String	@kb/kb_begin_d:marksmanexperience	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.Experience	LinkDisciplines	LinkButton	@kb/kb_begin_d:link_marksmandisciplines	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.Disciplines
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman	Disciplines	Page	@kb/kb_begin_n:marksmandisciplines	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.Disciplines	Text	String	@kb/kb_begin_d:marksmandisciplines	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.Disciplines	LinkFromHere	LinkButton	@kb/kb_begin_d:link_marksmanfromhere	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.FromHere
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman	FromHere	Page	@kb/kb_begin_n:marksmanfromhere	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.FromHere	Text	String	@kb/kb_begin_d:marksmanfromhere	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman.FromHere	LinkThingsToDo	LinkButton	@kb/kb_begin_d:link_thingstodo	WelcomeToSWG.WhereDoIBegin.ThingsToDo
WelcomeToSWG.WhereDoIBegin.Professions	PlayingScout	Page	@kb/kb_begin_n:playingscout	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout	Text	String	@kb/kb_begin_d:playingscout	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout	LinkCamps	LinkButton	@kb/kb_begin_d:link_scoutcamps	WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Camps
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout	Camps	Page	@kb/kb_begin_n:scoutcamps	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Camps	Text	String	@kb/kb_begin_d:scoutcamps	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Camps	LinkTraps	LinkButton	@kb/kb_begin_d:link_scouttraps	WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Traps
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout	Traps	Page	@kb/kb_begin_n:scouttraps	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Traps	Text	String	@kb/kb_begin_d:scouttraps	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Traps	LinkHarvesting	LinkButton	@kb/kb_begin_d:link_scoutharvesting	WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Harvesting
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout	Harvesting	Page	@kb/kb_begin_n:scoutharvesting	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Harvesting	Text	String	@kb/kb_begin_d:scoutharvesting	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Harvesting	LinkHarvestMission	LinkButton	@kb/kb_begin_d:link_scoutharvestmission	WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Harvesting.Harvest
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Harvesting	Skip	String	@kb/kb_begin_d:scoutharvestingskip	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Harvesting	LinkDraftSchematics	LinkButton	@kb/kb_begin_d:link_scoutdraftschematics	WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.DraftSchematics
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Harvesting	Harvest	Page	@kb/kb_begin_n:scoutharvestmission	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Harvesting.Harvest	Text	String	@kb/kb_begin_d:scoutharvestmission	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Harvesting.Harvest	LinkSampleDestroy	ScriptMessageButton	@kb/kb_begin_d:link_scoutsampleharvestmission	missionScoutHarvest
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Harvesting.Harvest	Skip	String	@kb/kb_begin_d:scoutharvestmissionskip	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Harvesting.Harvest	LinkDraftSchematics	LinkButton	@kb/kb_begin_d:link_scoutdraftschematics	WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.DraftSchematics
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Harvesting.Harvest	Complete	Page	@kb/kb_begin_n:scoutharvestcomplete	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Harvesting.Harvest.Complete	Text	String	@kb/kb_begin_d:scoutharvestcomplete	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Harvesting.Harvest.Complete	LinkDraftSchematics	LinkButton	@kb/kb_begin_d:link_scoutdraftschematics	WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.DraftSchematics
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout	DraftSchematics	Page	@kb/kb_begin_n:scoutdraftschematics	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.DraftSchematics	Text	String	@kb/kb_begin_d:scoutdraftschematics	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.DraftSchematics	LinkCrafting	LinkButton	@kb/kb_begin_d:link_scoutcrafting	WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Crafting
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout	Crafting	Page	@kb/kb_begin_n:scoutcrafting	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Crafting	Text	String	@kb/kb_begin_d:scoutcrafting	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Crafting	LinkExperience	LinkButton	@kb/kb_begin_d:link_scoutexperience	WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Experience
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout	Experience	Page	@kb/kb_begin_n:scoutexperience	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Experience	Text	String	@kb/kb_begin_d:scoutexperience	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Experience	LinkDisciplines	LinkButton	@kb/kb_begin_d:link_scoutdisciplines	WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Disciplines
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout	Disciplines	Page	@kb/kb_begin_n:scoutdisciplines	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Disciplines	Text	String	@kb/kb_begin_d:scoutdisciplines	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.Disciplines	LinkFromHere	LinkButton	@kb/kb_begin_d:link_scoutromhere	WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.FromHere
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout	FromHere	Page	@kb/kb_begin_n:scoutfromhere	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.FromHere	Text	String	@kb/kb_begin_d:scoutfromhere	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout.FromHere	LinkThingsToDo	LinkButton	@kb/kb_begin_d:link_thingstodo	WelcomeToSWG.WhereDoIBegin.ThingsToDo
WelcomeToSWG.WhereDoIBegin	ThingsToDo	Page	@kb/kb_begin_n:thingstodo	
WelcomeToSWG.WhereDoIBegin.ThingsToDo	Text	String	@kb/kb_begin_d:thingstodo	
WelcomeToSWG.WhereDoIBegin.ThingsToDo	LinkMissionTerminals	LinkButton	@kb/kb_begin_d:link_missionterminals	WelcomeToSWG.WhereDoIBegin.ThingsToDo.MissionTerminals
WelcomeToSWG.WhereDoIBegin.ThingsToDo	MissionTerminals	Page	@kb/kb_begin_n:missionterminals	
WelcomeToSWG.WhereDoIBegin.ThingsToDo.MissionTerminals	Text	String	@kb/kb_begin_d:missionterminals	
WelcomeToSWG.WhereDoIBegin.ThingsToDo.MissionTerminals	LinkNPCMissions	LinkButton	@kb/kb_begin_d:link_npcmissions	WelcomeToSWG.WhereDoIBegin.ThingsToDo.NPCMissions
WelcomeToSWG.WhereDoIBegin.ThingsToDo	NPCMissions	Page	@kb/kb_begin_n:npcmissions	
WelcomeToSWG.WhereDoIBegin.ThingsToDo.NPCMissions	Text	String	@kb/kb_begin_d:npcmissions	
WelcomeToSWG.WhereDoIBegin.ThingsToDo.NPCMissions	LinkThemeParks	LinkButton	@kb/kb_begin_d:link_themeparks	WelcomeToSWG.WhereDoIBegin.ThingsToDo.ThemeParks
WelcomeToSWG.WhereDoIBegin.ThingsToDo	ThemeParks	Page	@kb/kb_begin_n:themeparks	
WelcomeToSWG.WhereDoIBegin.ThingsToDo.ThemeParks	Text	String	@kb/kb_begin_d:themeparks	
WelcomeToSWG.WhereDoIBegin.ThingsToDo.ThemeParks	LinkStrongholds	LinkButton	@kb/kb_begin_d:link_strongholds	WelcomeToSWG.WhereDoIBegin.ThingsToDo.Strongholds
WelcomeToSWG.WhereDoIBegin.ThingsToDo	Strongholds	Page	@kb/kb_begin_n:strongholds	
WelcomeToSWG.WhereDoIBegin.ThingsToDo.Strongholds	Text	String	@kb/kb_begin_d:strongholds	
WelcomeToSWG.WhereDoIBegin.ThingsToDo.Strongholds	LinkPlayerJobs	LinkButton	@kb/kb_begin_d:link_playerjobs	WelcomeToSWG.WhereDoIBegin.ThingsToDo.PlayerJobs
WelcomeToSWG.WhereDoIBegin.ThingsToDo	PlayerJobs	Page	@kb/kb_begin_n:playerjobs	
WelcomeToSWG.WhereDoIBegin.ThingsToDo.PlayerJobs	Text	String	@kb/kb_begin_d:playerjobs	
WelcomeToSWG.WhereDoIBegin.ThingsToDo.PlayerJobs	LinkChatChannels	LinkButton	@kb/kb_begin_d:link_chatchannels	WelcomeToSWG.WhereDoIBegin.ThingsToDo.ChatChannels
WelcomeToSWG.WhereDoIBegin.ThingsToDo	ChatChannels	Page	@kb/kb_begin_n:chatchannels	
WelcomeToSWG.WhereDoIBegin.ThingsToDo.ChatChannels	Text	String	@kb/kb_begin_d:chatchannels	
WelcomeToSWG.WhereDoIBegin.ThingsToDo.ChatChannels	LinkGlobalChat	LinkButton	@kb/kb_begin_d:link_globalchat	WelcomeToSWG.WhereDoIBegin.ThingsToDo.GlobalChat
WelcomeToSWG.WhereDoIBegin.ThingsToDo	GlobalChat	Page	@kb/kb_begin_n:globalchat	
WelcomeToSWG.WhereDoIBegin.ThingsToDo.GlobalChat	Text	String	@kb/kb_begin_d:globalchat	
WelcomeToSWG.WhereDoIBegin.ThingsToDo.GlobalChat	LinkFindingPeople	LinkButton	@kb/kb_begin_d:link_findingpeople	WelcomeToSWG.WhereDoIBegin.FindingPeople
WelcomeToSWG.WhereDoIBegin	FindingPeople	Page	@kb/kb_begin_n:findingpeople	
WelcomeToSWG.WhereDoIBegin.FindingPeople	Text	String	@kb/kb_begin_d:findingpeople	
WelcomeToSWG.WhereDoIBegin.FindingPeople	LinkSearchingForPlayers	LinkButton	@kb/kb_begin_d:link_searching	WelcomeToSWG.WhereDoIBegin.FindingPeople.SearchingForPlayers
WelcomeToSWG.WhereDoIBegin.FindingPeople	SearchingForPlayers	Page	@kb/kb_begin_n:searching	
WelcomeToSWG.WhereDoIBegin.FindingPeople.SearchingForPlayers	Text	String	@kb/kb_begin_d:searching	
WelcomeToSWG.WhereDoIBegin.FindingPeople.SearchingForPlayers	LinkFriendsList	LinkButton	@kb/kb_begin_d:link_friendslist	WelcomeToSWG.WhereDoIBegin.FindingPeople.FriendsList
WelcomeToSWG.WhereDoIBegin.FindingPeople	FriendsList	Page	@kb/kb_begin_n:friendslist	
WelcomeToSWG.WhereDoIBegin.FindingPeople.FriendsList	Text	String	@kb/kb_begin_d:friendslist	
WelcomeToSWG.WhereDoIBegin.FindingPeople.FriendsList	LinkMatchmaker	LinkButton	@kb/kb_begin_d:link_matchmaker	WelcomeToSWG.WhereDoIBegin.FindingPeople.Matchmaker
WelcomeToSWG.WhereDoIBegin.FindingPeople	Matchmaker	Page	@kb/kb_begin_n:matchmaker	
WelcomeToSWG.WhereDoIBegin.FindingPeople.Matchmaker	Text	String	@kb/kb_begin_d:matchmaker	
WelcomeToSWG.WhereDoIBegin.FindingPeople.Matchmaker	LinkFinishHandoff	LinkButton	@kb/kb_begin_d:link_finishhandoff	WelcomeToSWG.WhereDoIBegin.FinishHandoff
WelcomeToSWG.WhereDoIBegin	FinishHandoff	Page	@kb/kb_begin_n:finishhandoff	
WelcomeToSWG.WhereDoIBegin.FinishHandoff	Text	String	@kb/kb_begin_d:finishhandoff	
WelcomeToSWG.WhereDoIBegin	AdvancingCharacter	Page	@kb/kb_begin_n:advancingcharacter	
WelcomeToSWG.WhereDoIBegin.AdvancingCharacter	Text	String	@kb/kb_begin_d:advancingcharacter	
WelcomeToSWG.WhereDoIBegin.AdvancingCharacter	Qualified	Page	@kb/kb_begin_n:qualified	
WelcomeToSWG.WhereDoIBegin.AdvancingCharacter.Qualified	Text	String	@kb/kb_begin_d:qualified	
WelcomeToSWG.WhereDoIBegin.AdvancingCharacter	Trained	Page	@kb/kb_begin_n:trained	
WelcomeToSWG.WhereDoIBegin.AdvancingCharacter.Trained	Text	String	@kb/kb_begin_d:trained	
