component	engine	booster	weapon_0	weapon_1	weapon_2	modification_0
eng_seinar_ps56	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_sfs_advanced	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_sfs_elite	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_sfs_imperial_1	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_sfs_imperial_2	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_sfs_imperial_3	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_sfs_imperial_4	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_sfs_imperial_5	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_sfs_modified_imperial_3	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_sfs_performance_imperial_1	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_sfs_tuned_imperial_2	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_sorosuub_l_337_ion_engine	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_sorosuub_tuned_l_337_ion_engine	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_sorosuub_u83r_ion_drive	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_subpro_light_engines	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_surronian_a2	z95x_engine_pos_s02:engine_pos1,z95x_engine_neg_s02:engine_neg1					
eng_surronian_a25	z95x_engine_pos_s02:engine_pos1,z95x_engine_neg_s02:engine_neg1					
eng_ubrikkian_n2	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_kessel_imperial_rendili_hyperion_drive	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_kessel_imperial_sds_special_forces	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_kessel_imperial_sfs_special_forces	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_kessel_rebel_incom_t11_elite	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_kessel_rebel_novaldex_blackhole_elite	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_kessel_rebel_novaldex_grb1138	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_reward_kuat_elite	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_nova_01	xwing_engine_pos_s03:engine_pos1,xwing_engine_neg_s03:engine_neg1					
eng_orion_01	xwing_engine_pos_s03:engine_pos1,xwing_engine_neg_s03:engine_neg1					
collection_reward_engine_01_mk1	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
collection_reward_engine_01_mk2	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
collection_reward_engine_01_mk3	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
collection_reward_engine_01_mk4	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
collection_reward_engine_01_mk5	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_t86_shooting_star	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
eng_kuat_m24	z95x_engine_pos_s01:engine_pos1,z95x_engine_neg_s01:engine_neg1					
mod_xwing_modification_s01						xwing_modification_s01:attach1
wpn_advanced_blaster			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_advanced_blaster_green			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_advanced_disruptor			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_advanced_ioncannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_armek_advanced			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_armek_elite			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_armek_sw4			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_armek_sw6			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_armek_sw7			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_armek_sw8			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_awing_blaster			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_borstel_rg9			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_bwing_blaster			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_corellian_1d			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_corellian_ag1g_laser			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_corellian_ag2g_quad_laser			xwing_weapon1_pos_s04_0:weapon1_pos1	xwing_weapon1_neg_s04_0:weapon1_neg1	xwing_weapon2_pos_s04_1:weapon2_pos1,xwing_weapon2_neg_s04_1:weapon2_neg1	
wpn_corellian_cruiser_grade_blaster_mk1			xwing_weapon1_pos_s01_0:weapon1_pos1,xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_corellian_heavy_gauss			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_crafted_incom_disruptor			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_crafted_slayn_ioncannon			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s02_0:weapon1_neg1	xwing_weapon2_pos_s02_1:weapon2_pos1,xwing_weapon2_neg_s02_1:weapon2_neg1	
wpn_crafted_subpro_tripleblaster			xwing_weapon1_pos_s04_0:weapon1_pos1	xwing_weapon1_neg_s02_0:weapon1_neg1	xwing_weapon2_pos_s04_1:weapon2_pos1,xwing_weapon2_neg_s04_1:weapon2_neg1	
wpn_crafted_tractor_beam			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_cygnus_destroyer_mk1			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_cygnus_destroyer_mk2			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_cygnus_elite			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_cygnus_eradicator_1			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_experimental_blaster			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_experimental_blaster_green			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_experimental_disruptor			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_experimental_ioncannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_fastspray_2000_disruptor			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_freitek_cannoneer_mk1			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_gyrhil_auto_blaster			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_gyrhil_r9x			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_haor_chall_speedblaster			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_heavy_blaster			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_heavy_blaster_green			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_heavy_disruptor			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_heavy_ioncannon			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_hk_modified_scorcher_elite			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_hk_scorcher			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_hk_scorcher_2			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_hk_scorcher_3			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_hk_scorcher_advanced			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_hk_scorcher_elite			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_hk_scorcher_heavy			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_hoersch_railgun			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_incom_advanced_blaster			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_incom_blaster			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_incom_disruptor			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_incom_elite_quad_blaster			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_incom_heavy_blaster			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_incom_heavy_quad_blaster			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_incom_light_blaster			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_incom_quad_blaster			xwing_weapon1_pos_s04_0:weapon1_pos1	xwing_weapon1_neg_s04_0:weapon1_neg1	xwing_weapon2_pos_s04_1:weapon2_pos1,xwing_weapon2_neg_s04_1:weapon2_neg1	
wpn_incom_shredder			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_incom_tt13			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_incom_tt8			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_kdy_pounder_mk1			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_koensayr_deluxe_ion_accelerator			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_koensayr_ion_accelerator			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_koensayr_ion_accelerator_2			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_koensayr_ion_accelerator_3			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_koensayr_ion_accelerator_advanced			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_koensayr_light_disruptor			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_koensayr_tuned_light_disruptor			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_kse_double_blaster			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_kse_light_disruptor			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_laser_beam_gun			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_light_blaster			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_light_blaster_green			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_light_disruptor			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_light_ioncannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_mandal_advanced_annihilator			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mandal_annihilator_mk2			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mandal_annilhator_mk1			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mandal_elite_annihilator			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mandal_enhanced_mangler_mk1			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_mandal_heavy_annihilator			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mandal_mangler_mk1			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mandal_qv3_disruptor			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mandal_qv5_disruptor			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mandal_super_mangler			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_medium_blaster			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_medium_blaster_green			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_medium_disruptor			z95x_weapon1_pos_s01_0:weapon1_pos1,z95x_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_medium_ioncannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_mining_laser_mk1			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_mining_laser_mk2			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_mining_laser_mk3			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
