component	reactor	engine	shield_0	shield_1	armor_0	armor_1	capacitor	booster	droid_interface	bridge	hangar	targeting_station	weapon_0	weapon_1	weapon_2	weapon_3	weapon_4	weapon_5	weapon_6	weapon_7
wpn_subpro_modified_tricannon													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mandal_qv3_disruptor													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_koensayr_ion_accelerator													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_haor_chall_speedblaster													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_koensayr_deluxe_ion_accelerator													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
eng_incom_heavy_fusialthrust		z95_engine_s01:engine1																		
eng_sfs_imperial_3		z95_engine_s01:engine1																		
eng_qualdex_a13		z95_engine_s01:engine1																		
eng_moncal_heavy		z95_engine_s01:engine1																		
eng_mandal_enhanced_heavy		z95_engine_s01:engine1																		
eng_sfs_modified_imperial_3		z95_engine_s01:engine1																		
eng_rendili_demon_mk1		z95_engine_s01:engine1																		
eng_moncal_improved_heavy		z95_engine_s01:engine1																		
eng_novaldex_x6		z95_engine_s01:engine1																		
eng_kse_a7x		z95_engine_s01:engine1																		
eng_mandal_heavy		z95_engine_s01:engine1																		
eng_rss_imperial_skyrunner_2		z95_engine_s01:engine1																		
eng_incom_advanced_fusialthrust		z95_engine_s01:engine1																		
eng_kse_a8x		z95_engine_s01:engine1																		
eng_cygnus_hd8		z95_engine_s01:engine1																		
eng_sds_imperial_2		z95_engine_s01:engine1																		
wpn_sfs_imperial_blaster_3													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_sfs_imperial_blaster_4													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_rendili_sc3_disruptor													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mandal_annilhator_mk1													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_incom_advanced_blaster													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_armek_sw6													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_koensayr_ion_accelerator_2													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_koensayr_ion_accelerator_3													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_hk_scorcher_2													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_hk_scorcher_3													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_taim_ix5													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mandal_qv5_disruptor													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_subpro_advanced_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_sds_imperial_blaster_2													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_incom_tt13													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_rss_imperial_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_rendili_fr13_disruptor													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_launcher_concussion_mk1																				
wpn_launcher_concussion_mk2																				
wpn_launcher_concussion_mk3																				
wpn_launcher_imagerec_mk1																				
wpn_launcher_imagerec_mk2																				
wpn_launcher_proton_mk1																				
wpn_launcher_proton_mk2																				
wpn_launcher_proton_mk3																				
wpn_launcher_proton_mk4																				
wpn_launcher_seismic_mk1																				
wpn_launcher_seismic_mk2																				
wpn_launcher_seismic_mk3																				
wpn_launcher_spacebomb_mk1																				
wpn_launcher_spacebomb_mk2																				
eng_mandal_firestorm		z95_engine_s01:engine1																		
eng_kse_advanced		z95_engine_s01:engine1																		
eng_qualdex_b10		z95_engine_s01:engine1																		
eng_gallofree_advanced		z95_engine_s01:engine1																		
eng_koensayr_elite		z95_engine_s01:engine1																		
eng_incom_advanced		z95_engine_s01:engine1																		
eng_mandal_firestorm_2		z95_engine_s01:engine1																		
eng_sfs_imperial_4		z95_engine_s01:engine1																		
eng_sfs_imperial_5		z95_engine_s01:engine1																		
eng_qualdex_advanced		z95_engine_s01:engine1																		
eng_rss_elite		z95_engine_s01:engine1																		
eng_qualdex_elite		z95_engine_s01:engine1																		
eng_mandal_elite		z95_engine_s01:engine1																		
eng_incom_fusialthrust_2		z95_engine_s01:engine1																		
eng_mandal_advanced		z95_engine_s01:engine1																		
eng_cygnus_hdx		z95_engine_s01:engine1																		
eng_kse_elite		z95_engine_s01:engine1																		
eng_sfs_elite		z95_engine_s01:engine1																		
eng_sfs_advanced		z95_engine_s01:engine1																		
eng_rss_imperial_skyrunner_3		z95_engine_s01:engine1																		
eng_koensayr_advanced		z95_engine_s01:engine1																		
eng_rss_imperial_skyrunner_4		z95_engine_s01:engine1																		
eng_novaldex_x7		z95_engine_s01:engine1																		
eng_incom_elite		z95_engine_s01:engine1																		
eng_novaldex_x9		z95_engine_s01:engine1																		
eng_incom_improved_fusialthrust_2		z95_engine_s01:engine1																		
eng_freitek_dual_jet		z95_engine_s01:engine1																		
eng_moncal_ifs64		z95_engine_s01:engine1																		
eng_rss_advanced		z95_engine_s01:engine1																		
eng_rendili_elite		z95_engine_s01:engine1																		
eng_koensayr_heavy_ionjet		z95_engine_s01:engine1																		
eng_novaldex_advanced		z95_engine_s01:engine1																		
eng_moncal_ifs32		z95_engine_s01:engine1																		
wpn_mandal_elite_annihilator													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_rendili_advanced													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_sds_heavy_imperial_spc_forces_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_sds_imperial_special_forces_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_taim_kx8													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_incom_heavy_quad_blaster													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_hk_modified_scorcher_elite													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_sds_modified_elite													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_hk_scorcher_heavy													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_cygnus_elite													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_sds_elite													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_armek_elite													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_armek_sw8													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_rendili_sc8_disruptor													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mandal_heavy_annihilator													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_cygnus_eradicator_1													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_sfs_elite													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mandal_annihilator_mk2													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_subpro_tripleblaster_mark3													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_koensayr_ion_accelerator_advanced													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_mandal_advanced_annihilator													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_hk_scorcher_advanced													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_taim_elite													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_sfs_imperial_special_forces_blaster													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_armek_advanced													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_hk_scorcher_elite													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_incom_heavy_blaster													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_incom_elite_quad_blaster													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mission_reward_imperial_cygnus_starblaster													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_mission_reward_imperial_sds_boltdriver													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_mission_reward_neutral_borstel_disruptor													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mission_reward_neutral_hk_military_blaster													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mission_reward_neutral_mandal_light_blaster													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mission_reward_rebel_incom_tricannon													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mission_reward_rebel_taim_ion_driver													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_corellian_ag2g_quad_laser													xwing_weapon1_pos_s04_0:weapon1_pos1	xwing_weapon1_neg_s04_0:weapon1_neg1	xwing_weapon2_pos_s04_1:weapon2_pos1, xwing_weapon2_neg_s04_1:weapon2_neg1					
eng_mission_reward_neutral_haor_chall_military		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
eng_mission_reward_rebel_incom_military		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
eng_mission_reward_imperial_cygnus_megadrive		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
eng_mission_reward_neutral_mandal_inferno		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
bst_mission_reward_rebel_novaldex_hypernova								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mission_reward_rebel_qualdex_halcyon								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mission_reward_neutral_mandal_m_series								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mission_reward_imperial_rss_ion_booster								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mission_reward_neutral_mandal_q_series								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
wpn_borstel_rg9													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_corellian_1d													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_corellian_ag1g_laser													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_gyrhil_auto_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_gyrhil_r9x													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_seinar_ls1													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_seinar_disruptor													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_seinar_ion_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_seinar_linked_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_seinar_ls72													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_experimental_blaster_green													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_advanced_blaster_green													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_heavy_blaster_green													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_light_blaster_green													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_medium_blaster_green													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
