component	reactor	engine	shield_0	shield_1	armor_0	armor_1	capacitor	booster	droid_interface	bridge	hangar	targeting_station	weapon_0	weapon_1	weapon_2	weapon_3	weapon_4	weapon_5	weapon_6	weapon_7
wpn_sds_imperial_special_forces_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_taim_kx8													fang_weapon_s01:weapon_rotate							
wpn_incom_heavy_quad_blaster													fang_weapon_s01:weapon_rotate							
wpn_hk_modified_scorcher_elite													fang_weapon_s01:weapon_rotate							
wpn_sds_modified_elite													fang_weapon_s01:weapon_rotate							
wpn_hk_scorcher_heavy													fang_weapon_s01:weapon_rotate							
wpn_cygnus_elite													fang_weapon_s01:weapon_rotate							
wpn_sds_elite													fang_weapon_s01:weapon_rotate							
wpn_armek_elite													fang_weapon_s01:weapon_rotate							
wpn_armek_sw8													fang_weapon_s01:weapon_rotate							
wpn_rendili_sc8_disruptor													fang_weapon_s01:weapon_rotate							
wpn_mandal_heavy_annihilator													fang_weapon_s01:weapon_rotate							
wpn_cygnus_eradicator_1													fang_weapon_s01:weapon_rotate							
wpn_sfs_elite													fang_weapon_s01:weapon_rotate							
wpn_mandal_annihilator_mk2													fang_weapon_s01:weapon_rotate							
wpn_subpro_tripleblaster_mark3													fang_weapon_s01:weapon_rotate							
wpn_koensayr_ion_accelerator_advanced													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_mandal_advanced_annihilator													fang_weapon_s01:weapon_rotate							
wpn_hk_scorcher_advanced													fang_weapon_s01:weapon_rotate							
wpn_taim_elite													fang_weapon_s01:weapon_rotate							
wpn_sfs_imperial_special_forces_blaster													fang_weapon_s01:weapon_rotate							
wpn_armek_advanced													fang_weapon_s01:weapon_rotate							
wpn_hk_scorcher_elite													fang_weapon_s01:weapon_rotate							
wpn_incom_heavy_blaster													fang_weapon_s01:weapon_rotate							
wpn_incom_elite_quad_blaster													fang_weapon_s01:weapon_rotate							
wpn_mission_reward_imperial_cygnus_starblaster													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_mission_reward_imperial_sds_boltdriver													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_mission_reward_neutral_borstel_disruptor													fang_weapon_s01:weapon_rotate							
wpn_mission_reward_neutral_hk_military_blaster													fang_weapon_s01:weapon_rotate							
wpn_mission_reward_neutral_mandal_light_blaster													fang_weapon_s01:weapon_rotate							
wpn_mission_reward_rebel_incom_tricannon													fang_weapon_s01:weapon_rotate							
wpn_mission_reward_rebel_taim_ion_driver													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_corellian_ag2g_quad_laser													xwing_weapon1_pos_s04_0:weapon1_pos1,xwing_weapon1_neg_s04_0:weapon1_neg1							
eng_mission_reward_neutral_haor_chall_military		fang_engine_s01:engine_rotate,fang_engine_s02:engine1																		
eng_mission_reward_rebel_incom_military		fang_engine_s01:engine_rotate,fang_engine_s02:engine1																		
eng_mission_reward_imperial_cygnus_megadrive		fang_engine_s01:engine_rotate,fang_engine_s02:engine1																		
eng_mission_reward_neutral_mandal_inferno		fang_engine_s01:engine_rotate,fang_engine_s02:engine1																		
bst_mission_reward_rebel_novaldex_hypernova								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mission_reward_rebel_qualdex_halcyon								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mission_reward_neutral_mandal_m_series								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mission_reward_imperial_rss_ion_booster								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mission_reward_neutral_mandal_q_series								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
wpn_borstel_rg9													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_corellian_1d													fang_weapon_s01:weapon_rotate							
wpn_corellian_ag1g_laser													fang_weapon_s01:weapon_rotate							
wpn_gyrhil_auto_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_gyrhil_r9x													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_seinar_ls1													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_seinar_disruptor													fang_weapon_s01:weapon_rotate							
wpn_seinar_ion_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_seinar_linked_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_seinar_ls72													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_experimental_blaster_green													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_advanced_blaster_green													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_heavy_blaster_green													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_light_blaster_green													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_medium_blaster_green													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
