component	engine	booster	weapon_0	weapon_1
wpn_sds_imperial_blaster_2			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_sds_imperial_special_forces_cannon			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_sds_modified_elite			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_seinar_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_seinar_ion_cannon			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_seinar_linked_cannon			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_seinar_ls1			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_seinar_ls72			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_sfs_elite			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_sfs_imperial_blaster_1			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_sfs_imperial_blaster_2			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_sfs_imperial_blaster_3			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_sfs_imperial_blaster_4			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_sfs_imperial_special_forces_blaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_sfs_improved_imperial_blaster_2			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_slayn_deluxe_light_ioncannon			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_slayn_ioncannon			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_slayn_light_ioncannon			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_subpro_advanced_cannon			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_subpro_improved_light_ioncannon			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_subpro_light_ioncannon			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_subpro_modified_tricannon			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_subpro_tricannon			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_subpro_tripleblaster			ywing_weapon1_s04:weapon1	ywing_weapon2_s04:turretyaw1
wpn_subpro_tripleblaster_mark2			ywing_weapon1_s04:weapon1	ywing_weapon2_s04:turretyaw1
wpn_subpro_tripleblaster_mark3			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_taim_elite			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_taim_heavy_laser			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_taim_ix4			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_taim_ix5			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_taim_kx5			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_taim_kx8			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_taim_kx9			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_tieadvanced_blaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_tractor_pulse_gun			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_trandoshan_fg1a			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_vengeance_ion_cannon			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_vulcan_cannon			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_z95_blaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_heavy_ionic_pulse_weapon			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_crafted_mining_laser_mk1			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_crafted_mining_laser_mk2			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_crafted_mining_laser_mk3			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_crafted_mining_laser_elite			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_ionic_pulse_weapon			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_reward_seinar_elite			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_kessel_imperial_rendili_prototype_x			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_kessel_imperial_sds_experimental_secret_ops			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_kessel_imperial_sfs_elite_ops			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_kessel_rebel_incom_dualcore_flashcannon			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_kessel_rebel_riiz_combine_slammer_cannon			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_kessel_rebel_unknown_rayslinger			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_reward_incom_elite			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_reward_seinar_elite			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_reward_slayn_elite			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_reward_subpro_elite			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_reward_taim_elite			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_nova_ioncannon			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_orion_disruptor			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
