component	reactor	engine	shield_0	shield_1	armor_0	armor_1	capacitor	booster	droid_interface	bridge	hangar	targeting_station	weapon_0	weapon_1	weapon_2	weapon_3	weapon_4	weapon_5	weapon_6	weapon_7
wpn_subpro_modified_tricannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mandal_qv3_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_koensayr_ion_accelerator													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_haor_chall_speedblaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_koensayr_deluxe_ion_accelerator													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
eng_incom_heavy_fusialthrust		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_sfs_imperial_3		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_qualdex_a13		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_moncal_heavy		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_mandal_enhanced_heavy		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_sfs_modified_imperial_3		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_rendili_demon_mk1		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_moncal_improved_heavy		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_novaldex_x6		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_kse_a7x		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_mandal_heavy		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_rss_imperial_skyrunner_2		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_incom_advanced_fusialthrust		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_kse_a8x		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_cygnus_hd8		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_sds_imperial_2		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
wpn_sfs_imperial_blaster_3													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_sfs_imperial_blaster_4													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_rendili_sc3_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mandal_annilhator_mk1													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_incom_advanced_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_armek_sw6													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_koensayr_ion_accelerator_2													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_koensayr_ion_accelerator_3													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_hk_scorcher_2													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_hk_scorcher_3													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_taim_ix5													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mandal_qv5_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_subpro_advanced_cannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_sds_imperial_blaster_2													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_incom_tt13													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_rss_imperial_cannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_rendili_fr13_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_launcher_concussion_mk1																				
wpn_launcher_concussion_mk2																				
wpn_launcher_concussion_mk3																				
wpn_launcher_imagerec_mk1																				
wpn_launcher_imagerec_mk2																				
wpn_launcher_proton_mk1																				
wpn_launcher_proton_mk2																				
wpn_launcher_proton_mk3																				
wpn_launcher_proton_mk4																				
wpn_launcher_seismic_mk1																				
wpn_launcher_seismic_mk2																				
wpn_launcher_seismic_mk3																				
wpn_launcher_spacebomb_mk1																				
wpn_launcher_spacebomb_mk2																				
eng_mandal_firestorm		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_kse_advanced		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_qualdex_b10		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_gallofree_advanced		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_koensayr_elite		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_incom_advanced		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_mandal_firestorm_2		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_sfs_imperial_4		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_sfs_imperial_5		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_qualdex_advanced		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_rss_elite		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_qualdex_elite		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_mandal_elite		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_incom_fusialthrust_2		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_mandal_advanced		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_cygnus_hdx		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_kse_elite		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_sfs_elite		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_sfs_advanced		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_rss_imperial_skyrunner_3		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_koensayr_advanced		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_rss_imperial_skyrunner_4		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_novaldex_x7		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_incom_elite		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_novaldex_x9		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_incom_improved_fusialthrust_2		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_freitek_dual_jet		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_moncal_ifs64		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_rss_advanced		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_rendili_elite		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_koensayr_heavy_ionjet		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_novaldex_advanced		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_moncal_ifs32		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
wpn_mandal_elite_annihilator													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_rendili_advanced													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_sds_heavy_imperial_spc_forces_cannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_sds_imperial_special_forces_cannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_taim_kx8													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_incom_heavy_quad_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_hk_modified_scorcher_elite													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_sds_modified_elite													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_hk_scorcher_heavy													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_cygnus_elite													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_sds_elite													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_armek_elite													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_armek_sw8													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_rendili_sc8_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mandal_heavy_annihilator													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_cygnus_eradicator_1													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_sfs_elite													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mandal_annihilator_mk2													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_subpro_tripleblaster_mark3													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_koensayr_ion_accelerator_advanced													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_mandal_advanced_annihilator													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_hk_scorcher_advanced													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_taim_elite													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_sfs_imperial_special_forces_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_armek_advanced													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_hk_scorcher_elite													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_incom_heavy_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_incom_elite_quad_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mission_reward_imperial_cygnus_starblaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_mission_reward_imperial_sds_boltdriver													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_mission_reward_neutral_borstel_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mission_reward_neutral_hk_military_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mission_reward_neutral_mandal_light_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mission_reward_rebel_incom_tricannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mission_reward_rebel_taim_ion_driver													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_corellian_ag2g_quad_laser													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s04_1:weapon2_pos1, xwing_weapon2_neg_s04_1:weapon2_neg1					
eng_mission_reward_neutral_haor_chall_military		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_mission_reward_rebel_incom_military		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_mission_reward_imperial_cygnus_megadrive		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_mission_reward_neutral_mandal_inferno		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
bst_mission_reward_rebel_novaldex_hypernova								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mission_reward_rebel_qualdex_halcyon								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mission_reward_neutral_mandal_m_series								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mission_reward_imperial_rss_ion_booster								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mission_reward_neutral_mandal_q_series								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
wpn_borstel_rg9													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_corellian_1d													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_corellian_ag1g_laser													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_gyrhil_auto_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_gyrhil_r9x													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_seinar_ls1													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_seinar_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_seinar_ion_cannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_seinar_linked_cannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_seinar_ls72													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_experimental_blaster_green													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_advanced_blaster_green													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_heavy_blaster_green													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_light_blaster_green													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_medium_blaster_green													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
