component	engine	booster	weapon_0	weapon_1	weapon_2	modification_0
wpn_corellian_1d			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_corellian_ag1g_laser			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_corellian_ag2g_quad_laser			xwing_weapon1_pos_s04_0:weapon1_pos1	xwing_weapon1_neg_s04_0:weapon1_neg1	xwing_weapon2_pos_s04_1:weapon2_pos1,xwing_weapon2_neg_s04_1:weapon2_neg1	
wpn_corellian_cruiser_grade_blaster_mk1			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_corellian_heavy_gauss			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_crafted_incom_disruptor			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_crafted_slayn_ioncannon			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xwing_weapon1_neg_s02_0:weapon1_neg1	xwing_weapon2_pos_s02_1:weapon2_pos1,xwing_weapon2_neg_s02_1:weapon2_neg1	
wpn_crafted_subpro_tripleblaster			xwing_weapon1_pos_s04_0:weapon1_pos1	xwing_weapon1_neg_s02_0:weapon1_neg1	xwing_weapon2_pos_s04_1:weapon2_pos1,xwing_weapon2_neg_s04_1:weapon2_neg1	
wpn_crafted_tractor_beam			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_cygnus_destroyer_mk1			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_cygnus_destroyer_mk2			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_cygnus_elite			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_cygnus_eradicator_1			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_experimental_blaster			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_experimental_blaster_green			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_experimental_disruptor			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_experimental_ioncannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_fastspray_2000_disruptor			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_freitek_cannoneer_mk1			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_gyrhil_auto_blaster			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_gyrhil_r9x			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_haor_chall_speedblaster			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_heavy_blaster			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_heavy_blaster_green			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_heavy_disruptor			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_heavy_ioncannon			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_hk_modified_scorcher_elite			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_hk_scorcher			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_hk_scorcher_2			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_hk_scorcher_3			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_hk_scorcher_advanced			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_hk_scorcher_elite			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_hk_scorcher_heavy			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_hoersch_railgun			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_incom_advanced_blaster			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_incom_blaster			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_incom_disruptor			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_incom_elite_quad_blaster			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_incom_heavy_blaster			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_incom_heavy_quad_blaster			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_incom_light_blaster			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_incom_quad_blaster			xwing_weapon1_pos_s04_0:weapon1_pos1	xwing_weapon1_neg_s04_0:weapon1_neg1	xwing_weapon2_pos_s04_1:weapon2_pos1,xwing_weapon2_neg_s04_1:weapon2_neg1	
wpn_incom_shredder			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_incom_tt13			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_incom_tt8			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_kdy_pounder_mk1			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_koensayr_deluxe_ion_accelerator			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_koensayr_ion_accelerator			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_koensayr_ion_accelerator_2			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_koensayr_ion_accelerator_3			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_koensayr_ion_accelerator_advanced			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_koensayr_light_disruptor			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_koensayr_tuned_light_disruptor			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_kse_double_blaster			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_kse_light_disruptor			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_laser_beam_gun			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_light_blaster			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_light_blaster_green			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_light_disruptor			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_light_ioncannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_mandal_advanced_annihilator			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mandal_annihilator_mk2			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mandal_annilhator_mk1			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mandal_elite_annihilator			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mandal_enhanced_mangler_mk1			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_mandal_heavy_annihilator			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mandal_mangler_mk1			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mandal_qv3_disruptor			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mandal_qv5_disruptor			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mandal_super_mangler			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_medium_blaster			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_medium_blaster_green			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_medium_disruptor			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_medium_ioncannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_mining_laser_mk1			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_mining_laser_mk2			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_mining_laser_mk3			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_mission_reward_imperial_cygnus_starblaster			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_mission_reward_imperial_sds_boltdriver			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_mission_reward_neutral_borstel_disruptor			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mission_reward_neutral_hk_military_blaster			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mission_reward_neutral_mandal_light_blaster			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mission_reward_rebel_incom_tricannon			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_mission_reward_rebel_taim_ion_driver			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_moncal_light_blaster			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_prototype			xwing_weapon1_pos_s04_0:weapon1_pos1	xwing_weapon1_neg_s04_0:weapon1_neg1	xwing_weapon2_pos_s04_1:weapon2_pos1,xwing_weapon2_neg_s04_1:weapon2_neg1	
wpn_prototype_tie			xwing_weapon1_pos_s04_0:weapon1_pos1	xwing_weapon1_neg_s04_0:weapon1_neg1	xwing_weapon2_pos_s04_1:weapon2_pos1,xwing_weapon2_neg_s04_1:weapon2_neg1	
wpn_rendili_advanced			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_rendili_fr13_disruptor			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_rendili_fr9_disruptor			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_rendili_sc3_disruptor			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_rendili_sc8_disruptor			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_rss_imperial_cannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_sds_elite			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_sds_heavy_imperial_spc_forces_cannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_sds_imperial_blaster_1			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_sds_imperial_blaster_2			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_sds_imperial_special_forces_cannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_sds_modified_elite			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_seinar_disruptor			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_seinar_ion_cannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_seinar_linked_cannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_seinar_ls1			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_seinar_ls72			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_sfs_elite			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_sfs_imperial_blaster_1			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_sfs_imperial_blaster_2			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_sfs_imperial_blaster_3			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_sfs_imperial_blaster_4			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_sfs_imperial_special_forces_blaster			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_sfs_improved_imperial_blaster_2			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_slayn_deluxe_light_ioncannon			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
