component	reactor	engine	shield_0	shield_1	armor_0	armor_1	capacitor	booster	droid_interface	bridge	hangar	targeting_station	weapon_0	weapon_1	weapon_2	weapon_3	weapon_4	weapon_5	weapon_6	weapon_7
bst_mission_reward_neutral_mandal_m_series								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mission_reward_imperial_rss_ion_booster								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mission_reward_neutral_mandal_q_series								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
wpn_borstel_rg9													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_corellian_1d													bwing_weapon2l_s03:weapon1							
wpn_corellian_ag1g_laser													bwing_weapon2l_s03:weapon1							
wpn_gyrhil_auto_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_gyrhil_r9x													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_seinar_ls1													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_seinar_disruptor													bwing_weapon2l_s03:weapon1							
wpn_seinar_ion_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_seinar_linked_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_seinar_ls72													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_experimental_blaster_green													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_advanced_blaster_green													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_heavy_blaster_green													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_light_blaster_green													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_medium_blaster_green													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
