Weapon Effect Id	Weapon Effect Index	Projectile Appearance Template	Fire Client Effect	Hit (Creature) Client Effect	Hit (Metal) Client Effect	Hit (Stone) Client Effect	Hit (Wood) Client Effect	Hit (Other) Client Effect	Miss (Hit Water) Client Effect	Miss (Hit Terrain) Client Effect	Miss (Hit Creature) Client Effect	Miss (Hit Metal) Client Effect	Miss (Hit Stone) Client Effect	Miss (Hit Wood) Client Effect	Miss (Hit Other) Client Effect	Miss (Hit Nothing) Client Effect	Ricochet Client Effect
spit	3	appearance/pt_spit_red_lg.prt	clientEffect/combat_cr_spit.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_miss.cef
spit	4	appearance/pt_spit_red_sm.prt	clientEffect/combat_cr_spit_tooth.cef	clientEffect/combat_slg_1_hit_creature.cef	clientEffect/combat_slg_1_hit_metal.cef	clientEffect/combat_slg_1_hit_stone.cef	clientEffect/combat_slg_1_hit_wood.cef	clientEffect/combat_slg_1_hit_other.cef	clientEffect/combat_slg_1_miss_water.cef	clientEffect/combat_slg_1_miss_terrain.cef	clientEffect/combat_slg_1_miss_creature.cef	clientEffect/combat_slg_1_miss_metal.cef	clientEffect/combat_slg_1_miss_stone.cef	clientEffect/combat_slg_1_miss_wood.cef	clientEffect/combat_slg_1_miss_terrain.cef	clientEffect/combat_slg_1_miss_nothing.cef	clientEffect/combat_miss.cef
spit	5	appearance/pt_spit_red_spray_sm.prt	clientEffect/combat_cr_spray.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef
spit	6	appearance/pt_spit_toxicgreen_lg.prt	clientEffect/combat_cr_spit.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_miss.cef
spit	7	appearance/pt_spit_toxicgreen_sm.prt	clientEffect/combat_cr_spit_tooth.cef	clientEffect/combat_slg_1_hit_creature.cef	clientEffect/combat_slg_1_hit_metal.cef	clientEffect/combat_slg_1_hit_stone.cef	clientEffect/combat_slg_1_hit_wood.cef	clientEffect/combat_slg_1_hit_other.cef	clientEffect/combat_slg_1_miss_water.cef	clientEffect/combat_slg_1_miss_terrain.cef	clientEffect/combat_slg_1_miss_creature.cef	clientEffect/combat_slg_1_miss_metal.cef	clientEffect/combat_slg_1_miss_stone.cef	clientEffect/combat_slg_1_miss_wood.cef	clientEffect/combat_slg_1_miss_terrain.cef	clientEffect/combat_slg_1_miss_nothing.cef	clientEffect/combat_miss.cef
spit	8	appearance/pt_spit_toxicgreen_spray_sm.prt	clientEffect/combat_cr_spray.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef
spit	9	appearance/pt_spit_yellow_lg.prt	clientEffect/combat_cr_spit.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_miss.cef
spit	10	appearance/pt_spit_yellow_sm.prt	clientEffect/combat_cr_spit_tooth.cef	clientEffect/combat_slg_1_hit_creature.cef	clientEffect/combat_slg_1_hit_metal.cef	clientEffect/combat_slg_1_hit_stone.cef	clientEffect/combat_slg_1_hit_wood.cef	clientEffect/combat_slg_1_hit_other.cef	clientEffect/combat_slg_1_miss_water.cef	clientEffect/combat_slg_1_miss_terrain.cef	clientEffect/combat_slg_1_miss_creature.cef	clientEffect/combat_slg_1_miss_metal.cef	clientEffect/combat_slg_1_miss_stone.cef	clientEffect/combat_slg_1_miss_wood.cef	clientEffect/combat_slg_1_miss_terrain.cef	clientEffect/combat_slg_1_miss_nothing.cef	clientEffect/combat_miss.cef
spit	11	appearance/pt_spit_yellow_spray_sm.prt	clientEffect/combat_cr_spray.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef	clientEffect/combat_cr_spray_impact.cef
spit	12	appearance/pt_bolt_red.prt	clientEffect/combat_cr_spit_tooth.cef	clientEffect/combat_bls_3_lt_blaster_hit_creature_01.cef	clientEffect/combat_bls_3_hv_blaster_hit_metal_01.cef	clientEffect/combat_bls_3_lt_blaster_hit_stone_01.cef	clientEffect/combat_bls_3_hv_blaster_hit_wood_01.cef	clientEffect/combat_bls_3_lt_blaster_hit_other_01.cef	clientEffect/combat_bls_3_hv_blaster_miss_water_01.cef	clientEffect/combat_bls_3_lt_blaster_miss_terrain_01.cef	clientEffect/combat_bls_3_hv_blaster_miss_creature_01.cef	clientEffect/combat_bls_3_lt_blaster_miss_metal_01.cef	clientEffect/combat_bls_3_hv_blaster_miss_stone_01.cef	clientEffect/combat_bls_3_lt_blaster_miss_wood_01.cef	clientEffect/combat_bls_3_hv_blaster_miss_other_01.cef	clientEffect/combat_bls_3_lt_blaster_miss_nothing_01.cef	clientEffect/combat_miss.cef
bolt	23	appearance/pt_bls_slug_trail.prt	clientEffect/combat_slg_1_muz_rifle.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_miss.cef
bolt	24	appearance/pt_bug_gun_bolt.prt	clientEffect/combat_bls_7_geonos_sonic_fire_01.cef	clientEffect/combat_bls_7_geonos_sonic_hit_creature_01.cef	clientEffect/combat_bls_7_geonos_sonic_hit_other_01.cef	clientEffect/combat_bls_7_geonos_sonic_hit_other_01.cef	clientEffect/combat_bls_7_geonos_sonic_hit_other_01.cef	clientEffect/combat_bls_7_geonos_sonic_hit_other_01.cef	clientEffect/combat_bls_7_geonos_sonic_miss_01.cef	clientEffect/combat_bls_7_geonos_sonic_miss_01.cef	clientEffect/combat_bls_7_geonos_sonic_miss_01.cef	clientEffect/combat_bls_7_geonos_sonic_miss_01.cef	clientEffect/combat_bls_7_geonos_sonic_miss_01.cef	clientEffect/combat_bls_7_geonos_sonic_miss_01.cef	clientEffect/combat_bls_7_geonos_sonic_miss_01.cef	clientEffect/combat_bls_7_geonos_sonic_miss_01.cef	clientEffect/combat_miss.cef
bolt	25	appearance/pt_bolt_black.prt	clientEffect/combat_bolt_ink_fire.cef	clientEffect/combat_bolt_ink_hit.cef	clientEffect/combat_bolt_ink_hit.cef	clientEffect/combat_bolt_ink_hit.cef	clientEffect/combat_bolt_ink_hit.cef	clientEffect/combat_bolt_ink_hit.cef	clientEffect/combat_bls_1_blue_miss_water_01.cef	clientEffect/combat_bls_1_blue_miss_terrain_01.cef	clientEffect/combat_bls_1_blue_miss_creature_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_nothing_01.cef	clientEffect/combat_miss.cef
bolt	26	appearance/pt_atom_bolt_rotate.prt	clientEffect/combat_bls_1_red_muz_flash_01.cef	clientEffect/combat_bls_1_red_hit_creature_01.cef	clientEffect/combat_bls_1_red_hit_other_01.cef	clientEffect/combat_bls_1_red_hit_other_01.cef	clientEffect/combat_bls_1_red_hit_other_01.cef	clientEffect/combat_bls_1_red_hit_other_01.cef	clientEffect/combat_bls_1_red_miss_water_01.cef	clientEffect/combat_bls_1_red_miss_terrain_01.cef	clientEffect/combat_bls_1_red_miss_creature_01.cef	clientEffect/combat_bls_1_red_miss_other_01.cef	clientEffect/combat_bls_1_red_miss_other_01.cef	clientEffect/combat_bls_1_red_miss_other_01.cef	clientEffect/combat_bls_1_red_miss_other_01.cef	clientEffect/combat_bls_1_red_miss_nothing_01.cef	clientEffect/combat_miss.cef
bolt	27	appearance/pt_ball_electric_bolt_green.prt	clientEffect/combat_bls_1_green_muz_flash_01.cef	clientEffect/combat_bls_1_green_hit_creature_01.cef	clientEffect/combat_bls_1_green_hit_other_01.cef	clientEffect/combat_bls_1_green_hit_other_01.cef	clientEffect/combat_bls_1_green_hit_other_01.cef	clientEffect/combat_bls_1_green_hit_other_01.cef	clientEffect/combat_bls_1_green_miss_water_01.cef	clientEffect/combat_bls_1_green_miss_terrain_01.cef	clientEffect/combat_bls_1_green_miss_creature_01.cef	clientEffect/combat_bls_1_green_miss_other_01.cef	clientEffect/combat_bls_1_green_miss_other_01.cef	clientEffect/combat_bls_1_green_miss_other_01.cef	clientEffect/combat_bls_1_green_miss_other_01.cef	clientEffect/combat_bls_1_green_miss_nothing_01.cef	clientEffect/combat_miss.cef
bolt	28	appearance/pt_ball_electric_bolt_green_sm.prt	clientEffect/combat_bls_1_green_muz_flash_01.cef	clientEffect/combat_bls_1_green_hit_creature_01.cef	clientEffect/combat_bls_1_green_hit_other_01.cef	clientEffect/combat_bls_1_green_hit_other_01.cef	clientEffect/combat_bls_1_green_hit_other_01.cef	clientEffect/combat_bls_1_green_hit_other_01.cef	clientEffect/combat_bls_1_green_miss_water_01.cef	clientEffect/combat_bls_1_green_miss_terrain_01.cef	clientEffect/combat_bls_1_green_miss_creature_01.cef	clientEffect/combat_bls_1_green_miss_other_01.cef	clientEffect/combat_bls_1_green_miss_other_01.cef	clientEffect/combat_bls_1_green_miss_other_01.cef	clientEffect/combat_bls_1_green_miss_other_01.cef	clientEffect/combat_bls_1_green_miss_nothing_01.cef	clientEffect/combat_miss.cef
bolt	29	appearance/pt_bolt_blue2green_pulse.prt	clientEffect/combat_bls_1_blue_muz_flash_01.cef	clientEffect/combat_bls_1_blue_hit_creature_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_miss_water_01.cef	clientEffect/combat_bls_1_blue_miss_terrain_01.cef	clientEffect/combat_bls_1_blue_miss_creature_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_nothing_01.cef	clientEffect/combat_miss.cef
bolt	30	appearance/pt_bolt_blue3red_pulse.prt	clientEffect/combat_bls_1_blue_muz_flash_01.cef	clientEffect/combat_bls_1_blue_hit_creature_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_miss_water_01.cef	clientEffect/combat_bls_1_blue_miss_terrain_01.cef	clientEffect/combat_bls_1_blue_miss_creature_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_nothing_01.cef	clientEffect/combat_miss.cef
bolt	31	appearance/pt_bolt_blue_gradient.prt	clientEffect/combat_bls_1_blue_muz_flash_01.cef	clientEffect/combat_bls_1_blue_hit_creature_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_miss_water_01.cef	clientEffect/combat_bls_1_blue_miss_terrain_01.cef	clientEffect/combat_bls_1_blue_miss_creature_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_nothing_01.cef	clientEffect/combat_miss.cef
bolt	32	appearance/pt_bolt_blue_thin.prt	clientEffect/combat_bls_1_blue_muz_flash_01.cef	clientEffect/combat_bls_1_blue_hit_creature_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_miss_water_01.cef	clientEffect/combat_bls_1_blue_miss_terrain_01.cef	clientEffect/combat_bls_1_blue_miss_creature_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_nothing_01.cef	clientEffect/combat_miss.cef
bolt	33	appearance/pt_bolt_bothan_bola.prt	clientEffect/combat_cr_spit_tooth.cef	clientEffect/combat_slg_1_hit_creature.cef	clientEffect/combat_slg_1_hit_metal.cef	clientEffect/combat_slg_1_hit_stone.cef	clientEffect/combat_slg_1_hit_wood.cef	clientEffect/combat_slg_1_hit_other.cef	clientEffect/combat_slg_1_miss_water.cef	clientEffect/combat_slg_1_miss_terrain.cef	clientEffect/combat_slg_1_miss_creature.cef	clientEffect/combat_slg_1_miss_metal.cef	clientEffect/combat_slg_1_miss_stone.cef	clientEffect/combat_slg_1_miss_wood.cef	clientEffect/combat_slg_1_miss_terrain.cef	clientEffect/combat_slg_1_miss_nothing.cef	clientEffect/combat_miss.cef
bolt	34	appearance/pt_bolt_disruptor.prt	clientEffect/combat_bls_2_wep_fire_disruptor_rifle.cef	clientEffect/combat_bls_4_disruptor_hit_creature_01.cef	clientEffect/combat_bls_4_disruptor_hit_metal_01.cef	clientEffect/combat_bls_4_disruptor_hit_stone_01.cef	clientEffect/combat_bls_4_disruptor_hit_wood_01.cef	clientEffect/combat_bls_4_disruptor_hit_other_01.cef	clientEffect/combat_bls_4_disruptor_miss_water_01.cef	clientEffect/combat_bls_4_disruptor_miss_terrain_01.cef	clientEffect/combat_bls_4_disruptor_miss_creature_01.cef	clientEffect/combat_bls_4_disruptor_miss_metal_01.cef	clientEffect/combat_bls_4_disruptor_miss_stone_01.cef	clientEffect/combat_bls_4_disruptor_miss_wood_01.cef	clientEffect/combat_bls_4_disruptor_miss_other_01.cef	clientEffect/combat_bls_4_disruptor_miss_nothing_01.cef	clientEffect/combat_miss.cef
bolt	35	appearance/pt_bolt_flechette.prt	clientEffect/combat_slg_1_muz_rifle.cef	clientEffect/combat_slg_1_hit_creature.cef	clientEffect/combat_slg_1_hit_metal.cef	clientEffect/combat_slg_1_hit_stone.cef	clientEffect/combat_slg_1_hit_wood.cef	clientEffect/combat_slg_1_hit_other.cef	clientEffect/combat_slg_1_miss_water.cef	clientEffect/combat_slg_1_miss_terrain.cef	clientEffect/combat_slg_1_miss_creature.cef	clientEffect/combat_slg_1_miss_metal.cef	clientEffect/combat_slg_1_miss_stone.cef	clientEffect/combat_slg_1_miss_wood.cef	clientEffect/combat_slg_1_miss_terrain.cef	clientEffect/combat_slg_1_miss_nothing.cef	clientEffect/combat_miss.cef
bolt	36	appearance/pt_bolt_proton_carbine.prt	clientEffect/combat_bls_0_wep_fire_blaster_carbine.cef	clientEffect/combat_bls_3_lt_blaster_hit_creature_01.cef	clientEffect/combat_bls_3_hv_blaster_hit_metal_01.cef	clientEffect/combat_bls_3_lt_blaster_hit_stone_01.cef	clientEffect/combat_bls_3_hv_blaster_hit_wood_01.cef	clientEffect/combat_bls_3_lt_blaster_hit_other_01.cef	clientEffect/combat_bls_3_hv_blaster_miss_water_01.cef	clientEffect/combat_bls_3_lt_blaster_miss_terrain_01.cef	clientEffect/combat_bls_3_hv_blaster_miss_creature_01.cef	clientEffect/combat_bls_3_lt_blaster_miss_metal_01.cef	clientEffect/combat_bls_3_hv_blaster_miss_stone_01.cef	clientEffect/combat_bls_3_lt_blaster_miss_wood_01.cef	clientEffect/combat_bls_3_hv_blaster_miss_other_01.cef	clientEffect/combat_bls_3_lt_blaster_miss_nothing_01.cef	clientEffect/combat_miss.cef
bolt	37	appearance/pt_bolt_proton_rifle.prt	clientEffect/combat_bls_0_wep_fire_blaster_rifle.cef	clientEffect/combat_bls_3_hv_blaster_hit_creature_01.cef	clientEffect/combat_bls_3_hv_blaster_hit_metal_01.cef	clientEffect/combat_bls_3_hv_blaster_hit_stone_01.cef	clientEffect/combat_bls_3_hv_blaster_hit_wood_01.cef	clientEffect/combat_bls_3_hv_blaster_hit_other_01.cef	clientEffect/combat_bls_3_hv_blaster_miss_water_01.cef	clientEffect/combat_bls_3_hv_blaster_miss_terrain_01.cef	clientEffect/combat_bls_3_hv_blaster_miss_creature_01.cef	clientEffect/combat_bls_3_hv_blaster_miss_metal_01.cef	clientEffect/combat_bls_3_hv_blaster_miss_stone_01.cef	clientEffect/combat_bls_3_hv_blaster_miss_wood_01.cef	clientEffect/combat_bls_3_hv_blaster_miss_other_01.cef	clientEffect/combat_bls_3_hv_blaster_miss_nothing_01.cef	clientEffect/combat_miss.cef
bolt	38	appearance/pt_bolt_taper_blue.prt	clientEffect/combat_bls_1_blue_muz_flash_01.cef	clientEffect/combat_bls_1_blue_hit_creature_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_miss_water_01.cef	clientEffect/combat_bls_1_blue_miss_terrain_01.cef	clientEffect/combat_bls_1_blue_miss_creature_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_other_01.cef	clientEffect/combat_bls_1_blue_miss_nothing_01.cef	clientEffect/combat_miss.cef
bolt	39	appearance/pt_bolt_taper_green.prt	clientEffect/combat_bls_1_green_muz_flash_01.cef	clientEffect/combat_bls_1_green_hit_creature_01.cef	clientEffect/combat_bls_1_green_hit_other_01.cef	clientEffect/combat_bls_1_green_hit_other_01.cef	clientEffect/combat_bls_1_green_hit_other_01.cef	clientEffect/combat_bls_1_green_hit_other_01.cef	clientEffect/combat_bls_1_green_miss_water_01.cef	clientEffect/combat_bls_1_green_miss_terrain_01.cef	clientEffect/combat_bls_1_green_miss_creature_01.cef	clientEffect/combat_bls_1_green_miss_other_01.cef	clientEffect/combat_bls_1_green_miss_other_01.cef	clientEffect/combat_bls_1_green_miss_other_01.cef	clientEffect/combat_bls_1_green_miss_other_01.cef	clientEffect/combat_bls_1_green_miss_nothing_01.cef	clientEffect/combat_miss.cef
bolt	40	appearance/pt_bolt_taper_red.prt	clientEffect/combat_bls_1_red_muz_flash_01.cef	clientEffect/combat_bls_1_red_hit_creature_01.cef	clientEffect/combat_bls_1_red_hit_other_01.cef	clientEffect/combat_bls_1_red_hit_other_01.cef	clientEffect/combat_bls_1_red_hit_other_01.cef	clientEffect/combat_bls_1_red_hit_other_01.cef	clientEffect/combat_bls_1_red_miss_water_01.cef	clientEffect/combat_bls_1_red_miss_terrain_01.cef	clientEffect/combat_bls_1_red_miss_creature_01.cef	clientEffect/combat_bls_1_red_miss_other_01.cef	clientEffect/combat_bls_1_red_miss_other_01.cef	clientEffect/combat_bls_1_red_miss_other_01.cef	clientEffect/combat_bls_1_red_miss_other_01.cef	clientEffect/combat_bls_1_red_miss_nothing_01.cef	clientEffect/combat_miss.cef
bolt	41	appearance/pt_bolt_underslug_rotary_carbine.prt	clientEffect/combat_slg_1_muz_rifle.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_cr_spit_impact.cef	clientEffect/combat_miss.cef
bolt	42	appearance/pt_snow_throw_swoosh.prt	clientEffect/combat_bls_1_red_muz_flash_01.cef	clientEffect/combat_bls_1_red_hit_creature_01.cef	clientEffect/combat_miss.cef	clientEffect/combat_miss.cef	clientEffect/combat_miss.cef	clientEffect/combat_miss.cef	clientEffect/combat_bls_1_red_miss_water_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_miss.cef
bolt_turret	1	appearance/pt_bolt_turret_heat.prt	clientEffect/combat_bls_1_red_muz_flash_01.cef	clientEffect/combat_bls_1_red_hit_creature_01.cef	clientEffect/combat_miss.cef	clientEffect/combat_miss.cef	clientEffect/combat_miss.cef	clientEffect/combat_miss.cef	clientEffect/combat_bls_1_red_miss_water_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_miss.cef
bolt_turret	2	appearance/pt_bolt_turret_cold.prt	clientEffect/combat_bls_1_blue_muz_flash_01.cef	clientEffect/combat_bls_1_blue_hit_creature_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_hit_other_01.cef	clientEffect/combat_bls_1_blue_miss_water_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_turret_0_miss_terrain_01.cef	clientEffect/combat_miss.cef
bolt_turret	3	appearance/pt_turret_kinetic.prt 	clientEffect/combat_slg_1_muz_rifle.cef	clientEffect/combat_slg_1_hit_creature.cef	clientEffect/combat_slg_1_hit_metal.cef	clientEffect/combat_slg_1_hit_stone.cef	clientEffect/combat_slg_1_hit_wood.cef	clientEffect/combat_slg_1_hit_other.cef	clientEffect/combat_slg_1_miss_water.cef	clientEffect/combat_slg_1_miss_terrain.cef	clientEffect/combat_slg_1_miss_creature.cef	clientEffect/combat_slg_1_miss_metal.cef	clientEffect/combat_slg_1_miss_stone.cef	clientEffect/combat_slg_1_miss_wood.cef	clientEffect/combat_slg_1_miss_terrain.cef	clientEffect/combat_slg_1_miss_nothing.cef	clientEffect/combat_miss.cef
bolt_turret	4	appearance/pt_bolt_green.prt	clientEffect/combat_bls_1_green_muz_flash_01.cef	clientEffect/combat_bls_1_green_hit_creature_01.cef	clientEffect/combat_bls_1_green_hit_other_01.cef	clientEffect/combat_bls_1_green_hit_other_01.cef	clientEffect/combat_bls_1_green_hit_other_01.cef	clientEffect/combat_bls_1_green_hit_other_01.cef	clientEffect/combat_bls_1_green_miss_water_01.cef	clientEffect/combat_bls_1_green_miss_terrain_01.cef	clientEffect/combat_bls_1_green_miss_creature_01.cef	clientEffect/combat_bls_1_green_miss_other_01.cef	clientEffect/combat_bls_1_green_miss_other_01.cef	clientEffect/combat_bls_1_green_miss_other_01.cef	clientEffect/combat_bls_1_green_miss_other_01.cef	clientEffect/combat_bls_1_green_miss_nothing_01.cef	clientEffect/combat_miss.cef
