Special Attack Id	Special Attack Name	Trail Appearance	Hue Trail	attack appearance	attack appearance hardpoint	Attack Sound	Attack Sound Pitch	Hit Appearance	Hit Sound	Hit Sound Pitch
446378934	sm_dm_cc_4		1	appearance/pt_special_attack_stun.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-158706251	sm_dm_cc_5		1	appearance/pt_special_attack_stun.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-613471733	sm_dm_cc_6		1	appearance/pt_special_attack_stun.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
590208081	sm_dizzy		1	appearance/pt_special_attack_slow.prt	weapon		1	appearance/pt_smuggler_dizzy_flash.prt		1
254125354	sm_dm_cc_melee_1		1	appearance/pt_special_attack_slow.prt	weapon		1	appearance/pt_smuggler_dizzy_flash.prt		1
1724568747	sm_dm_cc_melee_2		1	appearance/pt_special_attack_startle.prt	weapon		1	appearance/pt_smuggler_dizzy_flash.prt		1
-1194322212	sm_dm_cc_melee_3		1	appearance/pt_special_attack_stun.prt	weapon		1	appearance/pt_smuggler_dizzy_flash.prt		1
656662727	sm_dm_cc_melee_4		1	appearance/pt_special_attack_stun.prt	weapon		1	appearance/pt_smuggler_dizzy_flash.prt		1
-1184903894	sm_dm_cc_melee_5		1	appearance/pt_special_attack_stun.prt	weapon		1	appearance/pt_smuggler_dizzy_flash.prt		1
2109902965	sm_dm_cc_melee_6		1	appearance/pt_special_attack_stun.prt	weapon		1	appearance/pt_smuggler_dizzy_flash.prt		1
-1131247840	sm_dm_dot_1		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_light.prt		1
401979426	sm_dm_dot_2		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
-929769236	sm_dm_dot_3		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
1545231250	sm_dm_dot_4		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
-1183894664	sm_dm_dot_melee_1		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-754349731	sm_dm_dot_melee_2		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
-309900687	sm_dm_dot_melee_3		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
-1697057574	sm_dm_dot_melee_4		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
1463106163	sm_bad_odds_1		1	appearance/pt_smuggler_bad_odds.prt	weapon	sound/smug_exp_bad_odds.snd	1	appearance/pt_special_hit_light.prt	sound/smug_exp_bad_odds.snd	1
-959458239	sm_bad_odds_2		1	appearance/pt_smuggler_bad_odds.prt	weapon	sound/smug_exp_bad_odds.snd	1	appearance/pt_special_hit_medium.prt	sound/smug_exp_bad_odds.snd	1
-98110270	sm_bad_odds_3		1	appearance/pt_smuggler_bad_odds.prt	weapon	sound/smug_exp_bad_odds.snd	1	appearance/pt_special_hit_medium.prt	sound/smug_exp_bad_odds.snd	1
199546193	sm_bad_odds_4		1	appearance/pt_smuggler_bad_odds.prt	weapon	sound/smug_exp_bad_odds.snd	1	appearance/pt_special_hit_medium.prt	sound/smug_exp_bad_odds.snd	1
1500057449	sm_bad_odds_5		1	appearance/pt_smuggler_bad_odds.prt	weapon	sound/smug_exp_bad_odds.snd	1	appearance/pt_special_hit_heavy.prt	sound/smug_exp_bad_odds.snd	1
-1446777713	sm_buff_invis_1		1	appearance/pt_smuggler_hide.prt	root		1	appearance/pt_special_hit_light.prt		1
1874695869	sm_shoot_first_1		1	appearance/pt_special_attack_power.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-477549779	sm_shoot_first_2		1	appearance/pt_special_attack_pointblank.prt	weapon		1	appearance/pt_special_hit_power.prt		1
1240207847	sm_shoot_first_3		1	appearance/pt_special_attack_fastblast.prt	weapon		1	appearance/pt_special_hit_power.prt		1
275527252	sm_shoot_first_4		1	appearance/pt_special_attack_power.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-2119076378	sm_shoot_first_5		1	appearance/pt_special_attack_pointblank.prt	weapon		1	appearance/pt_special_hit_concuss.prt		1
1697753774	sm_sh_1		1	appearance/pt_heal.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_light.prt		1
-1466800592	sm_sh_2		1	appearance/pt_heal_1.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_medium.prt		1
211162552	sm_sh_3		1	appearance/pt_heal_2.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_heavy.prt		1
1784504799	sm_summon_smuggler		1	appearance/pt_smuggler_off_books.prt			1			1
2116135517	sm_summon_medic		1	appearance/pt_smuggler_off_books.prt			1			1
-136266820	sm_off_the_books		1	appearance/pt_smuggler_off_books.prt	root		1			1
-751029896	sm_inside_information		1	appearance/pt_smuggler_inside_info.prt	root	sound/smug_exp_inside_information.snd	1		sound/smug_exp_inside_information.snd	1
-2074023508	sm_false_hope		1	appearance/pt_special_attack_stun.prt	weapon	sound/smug_exp_false_hope.snd	1	appearance/pt_special_hit_medium.prt	sound/smug_exp_false_hope.snd	1
1831239705	sp_buff_invis_1		1	appearance/pt_smoke_puff_noloop.prt	root		1	appearance/pt_special_hit_light.prt		1
40952825	sp_buff_invis_2		1	appearance/pt_smoke_puff_noloop.prt	root		1	appearance/pt_special_hit_medium.prt		1
-1871286657	sp_buff_invis_3		1	appearance/pt_entertainer_smokebomb_noloop.prt	root		1	appearance/pt_special_hit_heavy.prt		1
621904571	sp_buff_stealth_1		1	appearance/pt_entertainer_smokebomb_a1.prt	root		1	appearance/pt_special_hit_light.prt		1
-274304452	sp_buff_stealth_2		1	appearance/pt_entertainer_smokebomb_a1.prt	root		1	appearance/pt_special_hit_medium.prt		1
1691770927	sp_buff_stealth_3		1	appearance/pt_entertainer_smokebomb_a1.prt	root		1	appearance/pt_special_hit_heavy.prt		1
-576758227	sp_buff_stealth_4		1	appearance/pt_entertainer_smokebomb_noloop.prt	root		1	appearance/pt_special_hit_power.prt		1
-1009149893	sp_cc_dot		1	appearance/pt_special_attack_stun.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-398243984	sp_dm_1		1	appearance/pt_special_attack_overcharge.prt	weapon		1	appearance/pt_special_hit_light.prt		1
171803835	sp_dm_2		1	appearance/pt_special_attack_fastblast.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
-1451217400	sp_dm_3		1	appearance/pt_special_attack_power.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-483033962	sp_dm_4		1	appearance/pt_special_attack_pointblank.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-729404903	sp_dm_5		1	appearance/pt_special_attack_overcharge.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-2083786780	sp_dm_6		1	appearance/pt_special_attack_fastblast.prt	weapon		1	appearance/pt_special_hit_power.prt		1
348659688	sp_dm_7		1	appearance/pt_special_attack_power.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-1520832418	sp_dm_8		1	appearance/pt_special_attack_pointblank.prt	weapon		1	appearance/pt_special_hit_concuss.prt		1
-555327627	sp_dot_1		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-892452725	sp_fld_debuff_ca		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-1245717123	sp_fldmot_1		1	appearance/pt_poison_grenade_hit.prt	loc		1	appearance/pt_special_hit_light.prt		1
325988810	sp_fldmot_2		1	appearance/pt_poison_grenade_hit.prt	loc		1	appearance/pt_special_hit_medium.prt		1
-83173306	sp_fldmot_3		1	appearance/pt_poison_grenade_hit.prt	loc		1	appearance/pt_special_hit_heavy.prt		1
-1920170860	sp_sh_1		1	appearance/pt_heal.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_light.prt		1
-189166479	sp_sh_2		1	appearance/pt_heal_1.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_medium.prt		1
-971507635	sp_sh_3		1	appearance/pt_heal_2.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_heavy.prt		1
-1630205547	forceRun		1		root	sound/pt_sfx_meditate.snd	1			1
1213613452	veteranPlayerBuff		1	appearance/pt_force_absorb.prt	root		1	appearance/pt_special_hit_light.prt		1
1270863945	saberBlock		1	appearance/pt_force_resist_states.prt	root		1	appearance/pt_special_hit_light.prt		1
1420984443	fs_saber_reflect		1	appearance/pt_force_resist_states.prt	loc		1	appearance/pt_special_hit_light.prt		1
-393186242	bh_innate_assault_1		1	appearance/pt_bhunter_innate_assault.prt	weapon		1			1
-679116517	bh_stun_1		1	appearance/pt_special_attack_power.prt	weapon	sound/spc_bh_stun.snd	1	appearance/pt_bhunter_stun.prt	sound/spc_bh_stun.snd	1
-607920140	bh_stun_2		1	appearance/pt_special_attack_power.prt	weapon	sound/spc_bh_stun.snd	1	appearance/pt_bhunter_stun.prt	sound/spc_bh_stun.snd	1
1167746420	bh_stun_3		1	appearance/pt_special_attack_power.prt	weapon	sound/spc_bh_stun.snd	1	appearance/pt_bhunter_stun.prt	sound/spc_bh_stun.snd	1
453374388	bh_stun_4		1	appearance/pt_special_attack_power.prt	weapon	sound/spc_bh_stun.snd	1	appearance/pt_bhunter_stun.prt	sound/spc_bh_stun.snd	1
-1988710199	bh_stun_5		1	appearance/pt_special_attack_power.prt	weapon	sound/spc_bh_stun.snd	1	appearance/pt_bhunter_stun.prt	sound/spc_bh_stun.snd	1
-635045808	bh_dread_strike_1		1	appearance/pt_special_attack_overcharge.prt	weapon	sound/spc_bh_dread_strike.snd	1	appearance/pt_bhunter_dread_strike.prt	sound/spc_bh_dread_strike.snd	1
-1031663749	bh_dread_strike_2		1	appearance/pt_special_attack_overcharge.prt	weapon	sound/spc_bh_dread_strike.snd	1	appearance/pt_bhunter_dread_strike.prt	sound/spc_bh_dread_strike.snd	1
1866800992	bh_dread_strike_3		1	appearance/pt_special_attack_overcharge.prt	weapon	sound/spc_bh_dread_strike.snd	1	appearance/pt_bhunter_dread_strike.prt	sound/spc_bh_dread_strike.snd	1
1136966128	bh_dread_strike_4		1	appearance/pt_special_attack_overcharge.prt	weapon	sound/spc_bh_dread_strike.snd	1	appearance/pt_bhunter_dread_strike.prt	sound/spc_bh_dread_strike.snd	1
-1290855141	bh_dread_strike_5		1	appearance/pt_special_attack_overcharge.prt	weapon	sound/spc_bh_dread_strike.snd	1	appearance/pt_bhunter_dread_strike.prt	sound/spc_bh_dread_strike.snd	1
-185240009	bh_sniper_1		1	appearance/pt_bhunter_sniper_shot.prt	weapon	sound/spc_bh_sniper_shot.snd	1	appearance/pt_bhunter_sniper_headshot.prt	sound/spc_bh_sniper_shot.snd	1
1337943256	bh_sniper_2		1	appearance/pt_bhunter_sniper_shot.prt	weapon	sound/spc_bh_sniper_shot.snd	1	appearance/pt_bhunter_sniper_headshot.prt	sound/spc_bh_sniper_shot.snd	1
-1763140542	bh_sniper_3		1	appearance/pt_bhunter_sniper_shot.prt	weapon	sound/spc_bh_sniper_shot.snd	1	appearance/pt_bhunter_sniper_headshot.prt	sound/spc_bh_sniper_shot.snd	1
-1032778565	bh_sniper_4		1	appearance/pt_bhunter_sniper_shot.prt	weapon	sound/spc_bh_sniper_shot.snd	1	appearance/pt_bhunter_sniper_headshot.prt	sound/spc_bh_sniper_shot.snd	1
-853558359	bh_sniper_5		1	appearance/pt_bhunter_sniper_shot.prt	weapon	sound/spc_bh_sniper_shot.snd	1	appearance/pt_bhunter_sniper_headshot.prt	sound/spc_bh_sniper_shot.snd	1
841357656	bh_sniper_6		1	appearance/pt_bhunter_sniper_shot.prt	weapon	sound/spc_bh_sniper_shot.snd	1	appearance/pt_bhunter_sniper_headshot.prt	sound/spc_bh_sniper_shot.snd	1
381701342	bh_armor_duelist_1		1	appearance/pt_bhunter_duelist_stance.prt	root	sound/spc_bh_duelist.snd	1		sound/spc_bh_duelist.snd	1
-112142990	bh_armor_duelist_2		1	appearance/pt_bhunter_duelist_stance.prt	root	sound/spc_bh_duelist.snd	1		sound/spc_bh_duelist.snd	1
1502082889	bh_armor_duelist_3		1	appearance/pt_bhunter_duelist_stance.prt	root	sound/spc_bh_duelist.snd	1		sound/spc_bh_duelist.snd	1
-2073677809	bh_armor_duelist_4		1	appearance/pt_bhunter_duelist_stance.prt	root	sound/spc_bh_duelist.snd	1		sound/spc_bh_duelist.snd	1
-239550574	bh_armor_duelist_5		1	appearance/pt_bhunter_duelist_stance.prt	root	sound/spc_bh_duelist.snd	1		sound/spc_bh_duelist.snd	1
1271607494	bh_dm_crit_3		1	appearance/pt_special_attack_aim.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
-287012601	bh_dm_crit_4		1	appearance/pt_special_attack_aim.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
-1809900014	bh_dm_crit_5		1	appearance/pt_special_attack_aim.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
1857441671	bh_dm_crit_6		1	appearance/pt_special_attack_aim.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
-1650603944	bh_dm_crit_7		1	appearance/pt_special_attack_aim.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
-1511876010	bh_dm_crit_8		1	appearance/pt_special_attack_aim.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
-148387171	bh_taunt_1		1	appearance/pt_special_attack_fastblast.prt	weapon	sound/spc_bh_taunt.snd	1	appearance/pt_special_hit_heavy.prt	sound/spc_bh_taunt.snd	1
661680835	bh_taunt_2		1	appearance/pt_special_attack_fastblast.prt	weapon	sound/spc_bh_taunt.snd	1	appearance/pt_special_hit_heavy.prt	sound/spc_bh_taunt.snd	1
-1859033006	bh_taunt_3		1	appearance/pt_special_attack_fastblast.prt	weapon	sound/spc_bh_taunt.snd	1	appearance/pt_special_hit_heavy.prt	sound/spc_bh_taunt.snd	1
2130585080	bh_taunt_4		1	appearance/pt_special_attack_fastblast.prt	weapon	sound/spc_bh_taunt.snd	1	appearance/pt_special_hit_heavy.prt	sound/spc_bh_taunt.snd	1
1911231414	bh_taunt_5		1	appearance/pt_special_attack_fastblast.prt	weapon	sound/spc_bh_taunt.snd	1	appearance/pt_special_hit_heavy.prt	sound/spc_bh_taunt.snd	1
1689280384	bh_taunt_6		1	appearance/pt_special_attack_fastblast.prt	weapon	sound/spc_bh_taunt.snd	1	appearance/pt_special_hit_heavy.prt	sound/spc_bh_taunt.snd	1
1928593982	bh_fumble_1		1	appearance/pt_special_attack_power.prt	weapon	sound/spc_bh_fumble.snd	1	appearance/pt_bhunter_fumble_shield.prt	sound/spc_bh_fumble.snd	1
-342673891	bh_intimidate_1		1	appearance/pt_special_attack_stun.prt	weapon	sound/spc_bh_intimidate.snd	1	appearance/pt_bhunter_intimidating_strike.prt	sound/spc_bh_intimidate.snd	1
-609036399	bh_intimidate_2		1	appearance/pt_special_attack_stun.prt	weapon	sound/spc_bh_intimidate.snd	1	appearance/pt_bhunter_intimidating_strike.prt	sound/spc_bh_intimidate.snd	1
1631452088	bh_intimidate_3		1	appearance/pt_special_attack_stun.prt	weapon	sound/spc_bh_intimidate.snd	1	appearance/pt_bhunter_intimidating_strike.prt	sound/spc_bh_intimidate.snd	1
-774588141	bh_intimidate_4		1	appearance/pt_special_attack_stun.prt	weapon	sound/spc_bh_intimidate.snd	1	appearance/pt_bhunter_intimidating_strike.prt	sound/spc_bh_intimidate.snd	1
-1518894483	bh_intimidate_5		1	appearance/pt_special_attack_stun.prt	weapon	sound/spc_bh_intimidate.snd	1	appearance/pt_bhunter_intimidating_strike.prt	sound/spc_bh_intimidate.snd	1
-2062135138	bh_intimidate_6		1	appearance/pt_special_attack_stun.prt	weapon	sound/spc_bh_intimidate.snd	1	appearance/pt_bhunter_intimidating_strike.prt	sound/spc_bh_intimidate.snd	1
1252248913	bh_relentless_1		1	appearance/pt_bhunter_relentless_onslaught.prt	root	sound/spc_bh_onslaught.snd	1	appearance/pt_special_hit_heavy.prt		1
-2146440231	bh_armor_sprint_1		1	appearance/pt_falling_dust.prt	root	sound/spc_bh_sprint.snd	1			1
1994224399	bh_return_fire_command_1		1	appearance/pt_bhunter_innate_assault.prt	weapon	sound/spc_bh_return_fire.snd	1			1
597840120	bh_cover_1		1	appearance/pt_bhunter_take_cover.prt	root	sound/spc_bh_take_cover.snd	1			1
1196815203	bh_sh_0		1	appearance/pt_heal.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_light.prt		1
-1072063494	of_focus_fire_1		1			sound/off_exp_focus_fire.snd	1		sound/off_exp_focus_fire.snd	1
-895743050	of_focus_fire_2		1			sound/off_exp_focus_fire.snd	1		sound/off_exp_focus_fire.snd	1
1499149919	of_focus_fire_3		1			sound/off_exp_focus_fire.snd	1		sound/off_exp_focus_fire.snd	1
-218277233	of_focus_fire_4		1			sound/off_exp_focus_fire.snd	1		sound/off_exp_focus_fire.snd	1
989265323	of_focus_fire_5		1			sound/off_exp_focus_fire.snd	1		sound/off_exp_focus_fire.snd	1
716189635	of_focus_fire_6		1			sound/off_exp_focus_fire.snd	1		sound/off_exp_focus_fire.snd	1
181483565	of_scatter_1		1			sound/off_exp_scatter.snd	1		sound/off_exp_scatter.snd	1
-820743906	of_charge_1		1			sound/off_exp_charge.snd	1		sound/off_exp_charge.snd	1
2082858846	of_firepower_1		1			sound/off_exp_superior_firepower.snd	1		sound/off_exp_superior_firepower.snd	1
1550502676	of_vortex_1		1			sound/off_exp_crippling_vortex.snd	1		sound/off_exp_crippling_vortex.snd	1
-1366430306	of_vortex_2		1			sound/off_exp_crippling_vortex.snd	1		sound/off_exp_crippling_vortex.snd	1
1725059329	of_vortex_3		1			sound/off_exp_crippling_vortex.snd	1		sound/off_exp_crippling_vortex.snd	1
895595838	of_vortex_4		1			sound/off_exp_crippling_vortex.snd	1		sound/off_exp_crippling_vortex.snd	1
-727544654	of_vortex_5		1			sound/off_exp_crippling_vortex.snd	1		sound/off_exp_crippling_vortex.snd	1
-1998390917	sm_sly_lie		1			sound/smug_exp_sly_lie.snd	1		sound/smug_exp_sly_lie.snd	1
1877421506	sm_fast_talk		1			sound/smug_exp_fast_talk.snd	1		sound/smug_exp_fast_talk.snd	1
2117248032	sm_spot_a_sucker_1		1			sound/smug_exp_spot_a_sucker.snd	1		sound/smug_exp_spot_a_sucker.snd	1
-638064534	sm_spot_a_sucker_2		1			sound/smug_exp_spot_a_sucker.snd	1		sound/smug_exp_spot_a_sucker.snd	1
-736142595	sm_spot_a_sucker_3		1			sound/smug_exp_spot_a_sucker.snd	1		sound/smug_exp_spot_a_sucker.snd	1
585241994	sm_spot_a_sucker_4		1			sound/smug_exp_spot_a_sucker.snd	1		sound/smug_exp_spot_a_sucker.snd	1
1529228968	sm_off_the_cuff		1			sound/smug_exp_off_the_cuff.snd	1		sound/smug_exp_off_the_cuff.snd	1
-1020413148	sm_end_of_the_line		1			sound/smug_exp_end_of_the_line.snd	1		sound/smug_exp_end_of_the_line.snd	1
-1353462625	sm_break_the_deal		1			sound/smug_exp_break_the_deal.snd	1		sound/smug_exp_break_the_deal.snd	1
-122127278	sm_narrow_escape_1		1			sound/smug_exp_narrow_escape.snd	1		sound/smug_exp_narrow_escape.snd	1
1268976307	sm_narrow_escape_2		1			sound/smug_exp_narrow_escape.snd	1		sound/smug_exp_narrow_escape.snd	1
124479475	sm_narrow_escape_3		1			sound/smug_exp_narrow_escape.snd	1		sound/smug_exp_narrow_escape.snd	1
-965396397	sm_narrow_escape_4		1			sound/smug_exp_narrow_escape.snd	1		sound/smug_exp_narrow_escape.snd	1
-1734900919	expertise_me_blood_cleaners_1		1				1	appearance/pt_medic_dialysis.prt		1
1608699049	sp_hd_melee_0		1	appearance/pt_spy_cloak_dagger.prt	weapon		1	appearance/pt_special_hit_light.prt		1
1081900968	sp_hd_melee_1		1	appearance/pt_spy_cloak_dagger.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
190896467	sp_hd_melee_2		1	appearance/pt_spy_cloak_dagger.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-1951558331	sp_hd_melee_3		1	appearance/pt_spy_cloak_dagger.prt	weapon		1	appearance/pt_special_hit_power.prt		1
1974775803	sp_hd_melee_4		1	appearance/pt_spy_cloak_dagger.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-998812618	sp_hd_melee_5		1	appearance/pt_spy_cloak_dagger.prt	weapon		1	appearance/pt_special_hit_power.prt		1
1023535832	sp_hd_melee_6		1	appearance/pt_spy_cloak_dagger.prt	weapon		1	appearance/pt_special_hit_concuss.prt		1
805996039	sp_avoid_damage		1	appearance/pt_spy_avoid_damage.prt	root		1			1
19760757	sp_stealth_melee_0		1	appearance/pt_spy_cloaked_attacks.prt	weapon		1	appearance/pt_special_hit_light.prt		1
1347996324	sp_stealth_melee_1		1	appearance/pt_spy_cloaked_attacks.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
1237298301	sp_stealth_melee_2		1	appearance/pt_spy_cloaked_attacks.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
1571779145	sp_stealth_melee_3		1	appearance/pt_spy_cloaked_attacks.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-1735519350	sp_stealth_melee_4		1	appearance/pt_spy_cloaked_attacks.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-1700661426	sp_stealth_melee_5		1	appearance/pt_spy_cloaked_attacks.prt	weapon		1	appearance/pt_special_hit_power.prt		1
324293381	sp_stealth_melee_6		1	appearance/pt_spy_cloaked_attacks.prt	weapon		1	appearance/pt_special_hit_concuss.prt		1
-1914636416	sp_stealth_ranged_0		1	appearance/pt_spy_cloaked_attacks.prt	weapon		1	appearance/pt_special_hit_light.prt		1
1701137835	sp_stealth_ranged_1		1	appearance/pt_spy_cloaked_attacks.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
-71105823	sp_stealth_ranged_2		1	appearance/pt_spy_cloaked_attacks.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
1485879428	sp_stealth_ranged_3		1	appearance/pt_spy_cloaked_attacks.prt	weapon		1	appearance/pt_special_hit_power.prt		1
11832290	sp_stealth_ranged_4		1	appearance/pt_spy_cloaked_attacks.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-1041242617	sp_stealth_ranged_5		1	appearance/pt_spy_cloaked_attacks.prt	weapon		1	appearance/pt_special_hit_power.prt		1
2034368364	sp_stealth_ranged_6		1	appearance/pt_spy_cloaked_attacks.prt	weapon		1	appearance/pt_special_hit_concuss.prt		1
196111800	sp_preparation		1	appearance/pt_spy_preparation.prt	root		1			1
-555327627	sp_dot_1		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-1427766040	sp_dot_0		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-212768410	sp_dot_2		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_light.prt		1
152259820	sp_dot_3		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-821558764	sp_dot_4		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_light.prt		1
1788549984	sp_dot_5		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-371474389	sp_cloaked_recovery_0		1	appearance/pt_heal.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_light.prt		1
688417460	sp_cloaked_recovery_1		1	appearance/pt_heal_1.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_medium.prt		1
-801569396	sp_cloaked_recovery_2		1	appearance/pt_heal_2.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_heavy.prt		1
-590201746	sp_cloaked_recovery_3		1	appearance/pt_heal_2.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_heavy.prt		1
793539696	sp_cloaked_recovery_4		1	appearance/pt_heal_2.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_heavy.prt		1
-1773078088	en_strike_0		1	appearance/pt_special_attack_slow.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-1833972829	en_strike_1		1	appearance/pt_special_attack_slow.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-509726910	en_strike_2		1	appearance/pt_special_attack_slow.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-1847553487	en_strike_3		1	appearance/pt_special_attack_slow.prt	weapon		1	appearance/pt_special_hit_light.prt		1
859860803	en_strike_4		1	appearance/pt_special_attack_slow.prt	weapon		1	appearance/pt_special_hit_light.prt		1
431426637	en_strike_5		1	appearance/pt_special_attack_slow.prt	weapon		1	appearance/pt_special_hit_light.prt		1
1610894103	en_strike_6		1	appearance/pt_special_attack_slow.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-1499514117	en_project_will_0		1	appearance/pt_special_attack_startle.prt	root		1	appearance/pt_special_hit_medium.prt		1
747245378	en_project_will_1		1	appearance/pt_special_attack_startle.prt	root		1	appearance/pt_special_hit_medium.prt		1
1643867053	en_project_will_2		1	appearance/pt_special_attack_startle.prt	root		1	appearance/pt_special_hit_medium.prt		1
1700084105	en_project_will_3		1	appearance/pt_special_attack_startle.prt	root		1	appearance/pt_special_hit_medium.prt		1
-811341355	en_project_will_4		1	appearance/pt_special_attack_startle.prt	root		1	appearance/pt_special_hit_medium.prt		1
1019337034	en_project_will_5		1	appearance/pt_special_attack_startle.prt	root		1	appearance/pt_special_hit_medium.prt		1
1542174802	en_project_will_6		1	appearance/pt_special_attack_startle.prt	root		1	appearance/pt_special_hit_medium.prt		1
-948341077	en_sweeping_pirouette_0		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_smuggler_brawler_swipe.prt		1
1523103464	en_sweeping_pirouette_1		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_smuggler_brawler_swipe.prt		1
1474375017	en_sweeping_pirouette_2		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_smuggler_brawler_swipe.prt		1
2047828138	en_sweeping_pirouette_3		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_smuggler_brawler_swipe.prt		1
1435836709	en_sweeping_pirouette_4		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_smuggler_brawler_swipe.prt		1
1967945032	en_sweeping_pirouette_5		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_smuggler_brawler_swipe.prt		1
1814453362	en_spiral_kick_0		1	appearance/pt_special_attack_stun.prt	root		1	appearance/pt_special_hit_medium.prt		1
217041606	en_spiral_kick_1		1	appearance/pt_special_attack_stun.prt	root		1	appearance/pt_special_hit_medium.prt		1
651770024	en_spiral_kick_2		1	appearance/pt_special_attack_stun.prt	root		1	appearance/pt_special_hit_medium.prt		1
1998386214	en_spiral_kick_3		1	appearance/pt_special_attack_stun.prt	root		1	appearance/pt_special_hit_medium.prt		1
944930464	en_spiral_kick_4		1	appearance/pt_special_attack_stun.prt	root		1	appearance/pt_special_hit_medium.prt		1
1141213732	co_hw_dm_1		1		weapon		1	appearance/pt_special_hit_medium.prt		1
2113382592	co_hw_dm_2		1		weapon		1	appearance/pt_special_hit_medium.prt		1
2136784055	co_hw_dm_3		1		weapon		1	appearance/pt_special_hit_medium.prt		1
909158537	co_hw_dm_4		1		weapon		1	appearance/pt_special_hit_medium.prt		1
1957746151	co_hw_dm_5		1		weapon		1	appearance/pt_special_hit_medium.prt		1
-1408384484	co_hw_dm_6		1		weapon		1	appearance/pt_special_hit_medium.prt		1
