PobName	Cell Name	Day sound/ambient Sound (2d .snd)	Night sound/ambient Sound (2d .snd)	First Music (2d .snd)	Surface Type	Fog Enabled	Fog Density	Fog Color R	Fog Color G	Fog Color B	Environment Map (dds)	Room Type
thm_spc_star_destroyer_s01	default	sound/amb_cloning_facility_int_lp.snd	sound/amb_cloning_facility_int_lp.snd		metal	1	0.002	0.2	0.2	0.2	texture/env_impl_cmd_deck.dds	22
thm_tato_assoc_hall_civ_s01	default	sound/amb_desert_inside.snd	sound/default_interior.snd		stone	0	0	0.075	0.075	0.075	texture/env_tato_house.dds	22
thm_tato_assoc_hall_civ_s02	default	sound/amb_desert_inside.snd	sound/default_interior.snd		stone	0	0	0.075	0.075	0.075	texture/env_tato_house.dds	22
thm_tato_cantina	default	sound/amb_cantina_medium_lp.snd	sound/amb_cantina_medium_lp.snd		stone	1	0.03	0.25	0.25	0.28	texture/env_tato_house.dds	7
thm_tato_cave_s01	default	sound/amb_cave_int_lp.snd	sound/amb_cave_int_lp.snd	sound/music_event_danger.snd	stone	0	0.035	0.075	0.075	0.075	texture/env_all_cave.dds	22
thm_tato_cave_s02	default	sound/amb_cave_int_lp.snd	sound/amb_cave_int_lp.snd	sound/music_event_danger.snd	stone	0	0.035	0.075	0.075	0.075	texture/env_all_cave.dds	22
thm_tato_fort_tusken	default	sound/amb_desert_inside.snd	sound/amb_desert_night.snd		stone	1	0.025	0.2	0.2	0.2	texture/env_all_cave.dds	22
thm_tato_fort_tusken	r1	sound/amb_cave_int_lp.snd	sound/amb_cave_int_lp.snd	sound/music_event_danger.snd	metal	1	0.025	0.1	0.12	0.18	texture/env_all_cave.dds	22
thm_tato_fort_tusken	r10	sound/amb_cave_int_lp.snd	sound/amb_cave_int_lp.snd		stone	1	0.04	0.1	0.12	0.18	texture/env_all_cave.dds	22
thm_tato_fort_tusken	r11	sound/amb_cave_int_lp.snd	sound/amb_cave_int_lp.snd		stone	1	0.04	0.1	0.12	0.18	texture/env_all_cave.dds	22
thm_tato_fort_tusken	r12	sound/amb_cave_int_lp.snd	sound/amb_cave_int_lp.snd		stone	1	0.025	0.1	0.12	0.18	texture/env_all_cave.dds	22
thm_tato_fort_tusken	r2	sound/amb_cave_int_lp.snd	sound/amb_cave_int_lp.snd		stone	1	0.04	0.1	0.12	0.18	texture/env_all_cave.dds	22
thm_tato_fort_tusken	r3	sound/amb_cave_int_lp.snd	sound/amb_cave_int_lp.snd		stone	1	0.04	0.1	0.12	0.18	texture/env_all_cave.dds	22
thm_tato_fort_tusken	r4	sound/amb_cave_int_lp.snd	sound/amb_cave_int_lp.snd		stone	1	0.04	0.1	0.12	0.18	texture/env_all_cave.dds	22
thm_tato_fort_tusken	r5	sound/amb_cave_int_lp.snd	sound/amb_cave_int_lp.snd		stone	1	0.04	0.1	0.12	0.18	texture/env_all_cave.dds	22
thm_tato_fort_tusken	r6	sound/amb_cave_int_lp.snd	sound/amb_cave_int_lp.snd		stone	1	0.04	0.1	0.12	0.18	texture/env_all_cave.dds	22
thm_tato_fort_tusken	r7	sound/amb_cave_int_lp.snd	sound/amb_cave_int_lp.snd		stone	1	0.04	0.1	0.12	0.18	texture/env_all_cave.dds	22
thm_tato_fort_tusken	r8	sound/amb_cave_int_lp.snd	sound/amb_cave_int_lp.snd		stone	1	0.04	0.1	0.12	0.18	texture/env_all_cave.dds	22
thm_tato_fort_tusken	r9	sound/amb_cave_int_lp.snd	sound/amb_cave_int_lp.snd		stone	1	0.04	0.1	0.12	0.18	texture/env_all_cave.dds	22
thm_tato_house_m_s01_fp1	default	sound/amb_desert_inside.snd	sound/default_interior.snd		stone	0	0	0	0	0	texture/env_tato_house.dds	22
thm_tato_house_sml_s01_fp1	default	sound/amb_desert_inside.snd	sound/default_interior.snd		stone	0	0	0	0	0	texture/env_tato_house.dds	22
thm_tato_jabbas_palace	default	sound/amb_desert_inside.snd	sound/default_interior.snd		stone	1	0.028	0.25	0.25	0.232	texture/env_jabbapalace.dds	22
thm_tato_jabbas_palace	foyer	sound/amb_desert_inside.snd	sound/default_interior.snd		stone	1	0.028	0.25	0.25	0.232	texture/env_jabbapalace.dds	22
thm_tato_lucky_despot	default	sound/amb_desert_inside.snd	sound/default_interior.snd		metal	1	0.02	0.2	0.2	0.22	texture/env_tato_house.dds	22
thm_tato_watto_junkshop	default	sound/amb_desert_inside.snd	sound/default_interior.snd		stone	1	0.03	0.2	0.2	0.13	texture/env_tato_house.dds	22
thm_yavn_great_massassi_temple	ceremonyhall	sound/amb_swamp_indoors_lp.snd	sound/amb_swamp_indoors_lp.snd		stone	1	0.009	0.3	0.3	0.33	texture/env_yavin_massassi.dds	22
thm_yavn_great_massassi_temple	default	sound/amb_swamp_indoors_lp.snd	sound/amb_swamp_indoors_lp.snd		stone	1	0.032	0.2	0.23	0.2	texture/env_yavin_massassi.dds	22
thm_yavn_great_massassi_temple	foyer	sound/amb_swamp_indoors_lp.snd	sound/amb_swamp_indoors_lp.snd		stone	1	0.022	0.2	0.23	0.2	texture/env_yavin_massassi.dds	22
thm_yavn_great_massassi_temple	hangar	sound/amb_swamp_indoors_lp.snd	sound/amb_swamp_indoors_lp.snd		stone	1	0.009	0.15	0.21	0.16	texture/env_yavin_massassi.dds	22
thm_yavn_jedi_enclave_light	default	sound/amb_jedi_enclave_light.snd	sound/amb_jedi_enclave_light.snd		stone	0	0.0001	0.1	0.1	0.1	texture/env_corl_interior.dds	22
thm_yavn_jedi_enclave_dark	default	sound/amb_jedi_enclave_dark.snd	sound/amb_jedi_enclave_dark.snd		stone	0	0.0001	0.1	0.1	0.1	texture/env_corl_interior.dds	22
thm_yavn_temple_blueleaf_cluster	default	sound/amb_swamp_indoors_lp.snd	sound/amb_swamp_indoors_lp.snd	sound/music_explore.snd	stone	1	0.015	0.11	0.17	0.3	texture/env_yavin_blueleaf.dds	22
thm_yavn_temple_exar_kun	default	sound/amb_exarkun_temple_lp.snd	sound/amb_exarkun_temple_lp.snd	sound/music_exar_theme.snd	stone	1	0.015	0.1	0.125	0.11	texture/env_yavin_woolamander.dds	22
thm_yavn_temple_woolamander	default	sound/amb_swamp_indoors_lp.snd	sound/amb_swamp_indoors_lp.snd	sound/music_explore.snd	stone	1	0.015	0.11	0.17	0.3	texture/env_yavin_woolamander.dds	22
yt1300	default	sound/amb_yt1300_int_lp.snd	sound/amb_yt1300_int_lp.snd		metal	0	0	0	0	0	texture/env_bunker_rebl_hall.dds	22
ykl37r	default	sound/amb_yt1300_int_lp.snd	sound/amb_yt1300_int_lp.snd		metal	0	0	0	0	0	texture/env_bunker_rebl_hall.dds	22
vt49	default	sound/amb_yt1300_int_lp.snd	sound/amb_yt1300_int_lp.snd		metal	0	0	0	0	0	texture/env_bunker_rebl_hall.dds	22
sorosuub_space_yacht	default	sound/amb_yt1300_int_lp.snd	sound/amb_yt1300_int_lp.snd		carpet	0	0	0	0	0	texture/env_bunker_rebl_hall.dds	22
thm_kash_cave_myyydril_interior	default	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd	sound/mus_kashyyyk_droid_cave.snd	stone	1	0.01	0.3	0.5	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	morag53	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd	sound/music_ambience_underground_b.snd	stone	1	0.007	0.5	0.25	0.25	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall52	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd		stone	1	0.007	0.5	0.25	0.25	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall54	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd		stone	1	0.007	0.5	0.25	0.25	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	oil_pits	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd	sound/music_ambience_underground_b.snd	stone	1	0.005	0.3	0.5	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall55	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd	sound/music_event_danger.snd	stone	1	0.007	0.5	0.25	0.25	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall56	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd		stone	1	0.007	0.5	0.25	0.25	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall57	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd	sound/music_emperor_theme.snd	stone	1	0.007	0.5	0.25	0.25	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall58	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd		stone	1	0.007	0.5	0.25	0.25	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall59	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd		stone	1	0.007	0.5	0.25	0.25	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall64	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd	sound/music_event_danger.snd	stone	1	0.01	0.3	0.5	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall67	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd	sound/music_event_danger.snd	stone	1	0.01	0.3	0.5	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall42	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd	sound/music_ambience_underground_b.snd	stone	1	0.01	0.3	0.5	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall74	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd	sound/music_event_danger.snd	stone	1	0.01	0.3	0.5	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall73	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd	sound/music_event_danger.snd	stone	1	0.01	0.3	0.5	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall72	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd	sound/music_event_danger.snd	stone	1	0.01	0.3	0.5	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall71	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd	sound/music_event_danger.snd	stone	1	0.01	0.3	0.5	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall70	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd	sound/music_event_danger.snd	stone	1	0.01	0.3	0.5	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall69	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd	sound/music_event_danger.snd	stone	1	0.01	0.3	0.5	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall68	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd	sound/music_event_danger.snd	stone	1	0.01	0.3	0.5	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	lightningroom34	sound/amb_cave_int_lp.snd	sound/amb_cave_int_lp.snd	sound/music_explore.snd	stone	1	0.007	0.65	0.65	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall33	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd		stone	1	0.007	0.65	0.65	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall35	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd		stone	1	0.007	0.65	0.65	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall36	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd	sound/music_ambience_underground_b.snd	stone	1	0.007	0.65	0.65	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall37	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd		stone	1	0.007	0.65	0.65	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall38	sound/amb_myyydril_caverns_creepy.snd	sound/amb_myyydril_caverns_creepy.snd		stone	1	0.007	0.65	0.65	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall61	sound/amb_myyydril_caverns_laughter.snd	sound/amb_myyydril_caverns_laughter.snd			1	0.01	0.3	0.5	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall62	sound/amb_myyydril_caverns_laughter.snd	sound/amb_myyydril_caverns_laughter.snd	sound/mus_kashyyyk_droid_cave.snd		1	0.01	0.3	0.5	0.5	texture/env_all_cave.dds	22
thm_kash_cave_myyydril_interior	hall63	sound/amb_myyydril_caverns_laughter.snd	sound/amb_myyydril_caverns_laughter.snd			1	0.01	0.3	0.5	0.5	texture/env_all_cave.dds	22
poi_kash_chiss_hut	default	sound/default_interior.snd	sound/default_interior.snd	sound/music_explore.snd	metal	0	0	0	0	0	texture/env_tato_house.dds	22
poi_kash_rodian_hut	default	sound/default_interior.snd	sound/default_interior.snd	sound/music_event_danger.snd	metal	0	0	0	0	0	texture/env_tato_house.dds	22
thm_must_droid_factory	default	sound/amb_mustafar_droid_factory_deactivated_lp.snd	sound/amb_mustafar_droid_factory_deactivated_lp.snd		metal	0	0	0	0	0	texture/env_newbie.dds	22
thm_must_droid_factory	mediumroom10	sound/amb_mustafar_droid_factory_activated_lp.snd	sound/amb_mustafar_droid_factory_activated_lp.snd		metal	0	0	0	0	0	texture/env_newbie.dds	22
thm_must_droid_factory	mediumroom18	sound/env_machinery_sound_lrg_lp.snd	sound/env_machinery_sound_lrg_lp.snd		metal	0	0	0	0	0	texture/env_newbie.dds	22
thm_must_lava_s01	default	sound/amb_lava_flow_01_lp.snd	sound/amb_lava_flow_01_lp.snd	sound/music_event_danger.snd	stone	0	0	0	0	0	texture/env_all_cave.dds	22
thm_must_old_republic_facility	default	sound/amb_old_republic_facility_lp_02.snd	sound/amb_old_republic_facility_lp_02.snd		metal	0	0	0	0	0	texture/env_bunker_rebl_hall.dds	22
thm_must_monster_lair_s01	default	sound/amb_mustafar_cave_01_lp.snd	sound/amb_mustafar_cave_01_lp.snd	sound/music_event_danger.snd	stone	0	0	0	0	0	texture/env_all_cave.dds	22
poi_all_bunker_cave_s01	default	sound/amb_mustafar_cave_02_lp.snd	sound/amb_mustafar_cave_02_lp.snd	sound/music_event_danger.snd	stone	0	0	0	0	0	texture/env_all_cave.dds	22
thm_must_mining_outpost	default	sound/amb_mining_facility_lp_01.snd	sound/amb_mining_facility_lp_01.snd		metal	0	0	0	0	0	texture/env_newbie.dds	22
thm_must_mining_outpost	small_room_01	sound/amb_mining_facility_lp_02.snd	sound/amb_mining_facility_lp_02.snd		metal	0	0	0	0	0	texture/env_newbie.dds	22
thm_must_mining_outpost	small_room_02	sound/amb_mining_facility_lp_02.snd	sound/amb_mining_facility_lp_02.snd		metal	0	0	0	0	0	texture/env_newbie.dds	22
thm_must_mining_outpost	small_room_03	sound/amb_mining_facility_lp_02.snd	sound/amb_mining_facility_lp_02.snd		metal	0	0	0	0	0	texture/env_newbie.dds	22
thm_must_mining_outpost	small_room_04	sound/amb_mining_facility_lp_02.snd	sound/amb_mining_facility_lp_02.snd		metal	0	0	0	0	0	texture/env_newbie.dds	22
thm_must_mining_outpost	small_room_05	sound/amb_mining_facility_lp_02.snd	sound/amb_mining_facility_lp_02.snd		metal	0	0	0	0	0	texture/env_newbie.dds	22
thm_must_mining_outpost	control_room_01	sound/amb_mining_facility_lp_02.snd	sound/amb_mining_facility_lp_02.snd		metal	0	0	0	0	0	texture/env_newbie.dds	22
thm_must_mining_outpost	control_room_02	sound/amb_mining_facility_lp_02.snd	sound/amb_mining_facility_lp_02.snd		metal	0	0	0	0	0	texture/env_newbie.dds	22
thm_must_mining_outpost	hub_room	sound/amb_mining_facility_lp_02.snd	sound/amb_mining_facility_lp_02.snd		metal	0	0	0	0	0	texture/env_newbie.dds	22
thm_must_mining_outpost	landing_deck_room	sound/amb_mining_facility_lp_02.snd	sound/amb_mining_facility_lp_02.snd	sound/mus_mustafar_intro.snd	metal	0	0	0	0	0	texture/env_newbie.dds	22
thm_must_mining_outpost	medium_room_01	sound/amb_cantina_large_lp.snd	sound/amb_cantina_large_lp.snd		metal	0	0	0	0	0	texture/env_newbie.dds	22
thm_spc_nebula_orion_station	greenhouse	sound/amb_npe2_greenhouse_01_lp.snd 	sound/amb_npe2_greenhouse_02_lp.snd 	sound/mus_npe2_greenhouse_danger_lp.snd 	stone	0	0	0	0	0	texture/env_impl_cmd_deck.dds	7
thm_spc_nebula_orion_station	r29	sound/amb_npe2_greenhouse_03_lp.snd 	sound/amb_npe2_greenhouse_03_lp.snd 	sound/mus_npe2_greenhouse_danger_lp.snd 	stone	0	0	0	0	0	texture/env_impl_cmd_deck.dds	22
thm_spc_nebula_orion_station	r30	sound/amb_npe2_greenhouse_02_lp.snd 	sound/amb_npe2_greenhouse_03_lp.snd 	sound/mus_npe2_greenhouse_danger_lp.snd 	stone	0	0	0	0	0	texture/env_impl_cmd_deck.dds	22
thm_spc_nebula_orion_station	r31	sound/amb_npe2_greenhouse_03_lp.snd 	sound/amb_npe2_greenhouse_01_lp.snd 	sound/mus_npe2_greenhouse_danger_lp.snd 	stone	0	0	0	0	0	texture/env_impl_cmd_deck.dds	22
thm_spc_nebula_orion_station	medicalbay	sound/amb_npe2_sickbay_lp.snd 	sound/amb_npe2_sickbay_lp.snd 		metal	0	0	0	0	0	texture/env_impl_cmd_deck.dds	22
thm_spc_nebula_orion_station	hangarbay1	sound/amb_npe2_docking_bay_01_lp.snd 	sound/amb_npe2_docking_bay_02_lp.snd 		metal	0	0	0	0	0	texture/env_impl_cmd_deck.dds	22
thm_spc_nebula_orion_station	hangarbay2	sound/amb_npe2_docking_bay_03_lp.snd 	sound/amb_npe2_docking_bay_04_lp.snd 		metal	0	0	0	0	0	texture/env_impl_cmd_deck.dds	22
thm_spc_nebula_orion_station	droidroom	sound/amb_npe2_broken_droid_room_01_lp.snd 	sound/amb_npe2_broken_droid_room_02_lp.snd 		metal	0	0	0	0	0	texture/env_impl_cmd_deck.dds	22
thm_spc_nebula_orion_station	clonginglab	sound/amb_npe2_broken_droid_room_03_lp.snd 	sound/amb_npe2_broken_droid_room_03_lp.snd 		metal	0	0	0	0	0	texture/env_impl_cmd_deck.dds	22
imperial_gunboat_player	default	sound/amb_yt1300_int_lp.snd	sound/amb_yt1300_int_lp.snd		metal	0	0	0	0	0	texture/env_bunker_rebl_hall.dds	22
rebel_gunboat_player	default	sound/amb_yt1300_int_lp.snd	sound/amb_yt1300_int_lp.snd		metal	0	0	0	0	0	texture/env_bunker_rebl_hall.dds	22
imperial_blackwing_facility	default	sound/amb_death_trooper_zone2.snd	sound/amb_death_trooper_zone2.snd		metal	1	0.035	0.3	0.22	0.18	texture/env_all_cave.dds	22
imperial_blackwing_facility	filtrationroom18	sound/amb_death_trooper_zone2.snd	sound/amb_death_trooper_zone2.snd		metal	1	0.04	0.3	0.3	0.3	texture/env_all_cave.dds	22
imperial_blackwing_facility	largeroom	sound/amb_death_trooper_zone2.snd	sound/amb_death_trooper_zone2.snd		metal	1	0.02	0.3	0.22	0.18	texture/env_all_cave.dds	22
imperial_blackwing_facility	medroom38	sound/amb_death_trooper_zone2.snd	sound/amb_death_trooper_zone2.snd		metal	1	0.02	0.3	0.22	0.18	texture/env_all_cave.dds	22
imperial_blackwing_facility	observationroom17	sound/amb_death_trooper_zone2.snd	sound/amb_death_trooper_zone2.snd		metal	1	0.02	0.3	0.22	0.18	texture/env_all_cave.dds	22
imperial_blackwing_facility	observationroom34	sound/amb_death_trooper_zone2.snd	sound/amb_death_trooper_zone2.snd		metal	1	0.02	0.3	0.22	0.18	texture/env_all_cave.dds	22
imperial_blackwing_facility	storageroom24	sound/amb_death_trooper_zone2.snd	sound/amb_death_trooper_zone2.snd		metal	1	0.028	0.3	0.22	0.18	texture/env_all_cave.dds	22
